,Country,ISO,HDIrank2017,Year,HDIvalue,Year in Text,Cut_1,Cut_2,Cut_3,Cut_4,bins,Unnamed: 0,IT.CEL.SETS.P2,EG.ELC.ACCS.ZS,IQ.CPA.PROP.XQ
0,Afghanistan,AFG,168,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,24,0.0,0.00999999977648258,
1,Albania,ALB,68,1990,0.645,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,49,0.0,100.0,
2,Algeria,DZA,85,1990,0.5770000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,74,0.001813806,98.2713775634766,
3,Andorra,AND,35,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,124,0.0,100.0,
4,Angola,AGO,147,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,149,0.0,11.397808074951199,
5,Antigua and Barbuda,ATG,70,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,174,0.0,85.1231994628906,
6,Argentina,ARG,47,1990,0.7040000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,199,0.036663904,90.6408233642578,
7,Armenia,ARM,83,1990,0.631,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,224,0.0,97.6803741455078,
8,Australia,AUS,3,1990,0.866,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,274,1.085255106,100.0,
9,Austria,AUT,20,1990,0.795,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,299,0.9541492309999999,100.0,
10,Azerbaijan,AZE,80,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,324,0.0,95.87023162841801,
11,Bahamas,BHS,54,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,349,0.749797141,90.79119873046879,
12,Bahrain,BHR,43,1990,0.746,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,374,1.037845991,,
13,Bangladesh,BGD,136,1990,0.387,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,399,0.0,8.544374465942381,
14,Barbados,BRB,58,1990,0.716,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,424,0.0,,
15,Belarus,BLR,53,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,449,0.0,100.0,
16,Belgium,BEL,17,1990,0.8059999999999999,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,474,0.42851957700000004,100.0,
17,Belize,BLZ,106,1990,0.644,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,499,0.0,87.9647369384766,
18,Benin,BEN,163,1990,0.348,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,524,0.0,7.31127214431763,
19,Bhutan,BTN,134,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,574,0.0,0.00999999977648258,
20,Bosnia and Herzegovina,BIH,77,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,624,0.0,96.88565063476558,
21,Botswana,BWA,101,1990,0.581,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,649,0.0,6.043880462646491,
22,Brazil,BRA,79,1990,0.611,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,674,0.000446596,87.475116,
23,Brunei Darussalam,BRN,39,1990,0.782,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,724,0.6847382959999999,100.0,
24,Bulgaria,BGR,51,1990,0.6940000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,749,0.0,100.0,
25,Burkina Faso,BFA,183,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,774,0.0,2.6105573177337598,
26,Burundi,BDI,185,1990,0.297,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,799,0.0,0.348627060651779,
27,Cambodia,KHM,146,1990,0.364,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,849,0.0,0.00999999977648258,
28,Cameroon,CMR,151,1990,0.44,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,874,0.0,30.1297168731689,
29,Canada,CAN,12,1990,0.8490000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,899,2.108015548,100.0,
30,Central African Republic,CAF,188,1990,0.317,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,949,0.0,0.00999999977648258,
31,Chad,TCD,186,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,974,0.0,0.00999999977648258,
32,Chile,CHL,44,1990,0.701,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,1024,0.105126576,92.257427,
33,China,CHN,86,1990,0.502,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,1049,0.001562461,92.2160110473633,
34,Colombia,COL,90,1990,0.5920000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,1074,0.0,89.9,
35,Comoros,COM,165,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,1099,0.0,15.299549102783198,
36,Congo,COG,137,1990,0.536,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,1149,0.0,0.00999999977648258,
37,Costa Rica,CRI,63,1990,0.6559999999999999,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,1174,0.0,97.4746627807617,
38,Croatia,HRV,46,1990,0.67,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,1224,0.005024734,100.0,
39,Cuba,CUB,73,1990,0.6759999999999999,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,1249,0.0,92.5219268798828,
40,Cyprus,CYP,32,1990,0.732,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,1299,0.411682066,100.0,
41,Côte d'Ivoire,CIV,170,1990,0.38799999999999996,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,1199,0.0,36.659492492675795,
42,Denmark,DNK,11,1990,0.799,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,1349,2.883032183,100.0,
43,Djibouti,DJI,172,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,1374,0.0,59.6090774536133,
44,Dominica,DMA,103,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,1399,0.0,66.0304336547852,
45,Dominican Republic,DOM,94,1990,0.598,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,1424,0.044072321,79.59869384765629,
46,Ecuador,ECU,86,1990,0.643,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,1449,0.0,88.9417495727539,
47,Egypt,EGY,115,1990,0.546,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,1474,0.006967158,93.9564666748047,
48,El Salvador,SLV,121,1990,0.529,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,1499,0.0,72.4634628295898,
49,Equatorial Guinea,GNQ,141,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,1524,0.0,58.5914421081543,
50,Eritrea,ERI,179,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,1549,0.0,17.8409461975098,
51,Estonia,EST,30,1990,0.733,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,1574,0.0,100.0,
52,Ethiopia,ETH,173,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,1624,0.0,0.00999999977648258,
53,Fiji,FJI,92,1990,0.643,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,1674,0.0,60.461788177490206,
54,Finland,FIN,15,1990,0.784,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,1699,5.161339908,100.0,
55,France,FRA,24,1990,0.779,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,1724,0.49718372299999997,100.0,
56,Gabon,GAB,110,1990,0.62,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,1774,0.0,64.61288452148439,
57,Gambia,GMB,174,1990,0.33299999999999996,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,1799,0.0,16.2323532104492,
58,Georgia,GEO,70,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,1824,0.0,97.33401489257808,
59,Germany,DEU,5,1990,0.8009999999999999,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,1849,0.344558605,100.0,
60,Ghana,GHA,140,1990,0.455,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,1874,0.0,23.536262512207,
61,Greece,GRC,31,1990,0.753,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,1924,0.0,100.0,
62,Grenada,GRD,75,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,1974,0.15579074199999998,81.5608291625977,
63,Guatemala,GTM,127,1990,0.478,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,2024,0.003162845,60.1892013549805,
64,Guinea,GIN,175,1990,0.276,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,2049,0.0,6.42906713485718,
65,Guinea-Bissau,GNB,177,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,2074,0.0,0.00999999977648258,
66,Guyana,GUY,125,1990,0.5379999999999999,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,2099,0.0,68.21060180664061,
67,Haiti,HTI,168,1990,0.409,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,2124,0.0,28.001398086547898,
68,Honduras,HND,133,1990,0.506,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,2149,0.0,54.7445182800293,
69,Hungary,HUN,45,1990,0.7040000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,2199,0.025487463,100.0,
70,Iceland,ISL,6,1990,0.802,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,2224,3.924828362,100.0,
71,India,IND,130,1990,0.42700000000000005,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,2249,0.0,43.291561126709006,
72,Indonesia,IDN,116,1990,0.528,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,2274,0.00997372,61.701145172119105,
73,Iraq,IRQ,120,1990,0.5720000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,2324,0.0,93.4802093505859,
74,Ireland,IRL,4,1990,0.763,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,2349,0.7004258870000001,100.0,
75,Israel,ISR,22,1990,0.792,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,2399,0.33863092200000006,100.0,
76,Italy,ITA,28,1990,0.769,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,2424,0.465628234,100.0,
77,Jamaica,JAM,97,1990,0.638,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,2449,0.0,70.334586,
78,Japan,JPN,19,1990,0.816,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,2474,0.697164268,100.0,
79,Jordan,JOR,95,1990,0.617,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,2499,0.040414741000000004,96.8,
80,Kazakhstan,KAZ,58,1990,0.69,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,2524,0.0,97.7208099365234,
81,Kenya,KEN,142,1990,0.46799999999999997,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,2549,0.0,3.31838989257812,
82,Kiribati,KIR,134,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,2574,0.0,31.5597324371338,
83,Kuwait,KWT,56,1990,0.713,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,2674,0.987562005,100.0,
84,Kyrgyzstan,KGZ,122,1990,0.618,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,2699,0.0,99.17418670654301,
85,Lao People's Democratic Republic,LAO,139,1990,0.4,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,2724,0.0,15.302614212036099,
86,Latvia,LVA,41,1990,0.7040000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,2749,0.0,100.0,
87,Lebanon,LBN,80,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,2774,0.0,97.90869903564449,
88,Lesotho,LSO,159,1990,0.499,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,2799,0.0,0.00999999977648258,
89,Liberia,LBR,181,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,2824,0.0,0.00999999977648258,
90,Libya,LBY,108,1990,0.677,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,2849,0.0,99.83592987060551,
91,Liechtenstein,LIE,17,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,2874,0.0,100.0,
92,Lithuania,LTU,35,1990,0.732,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,2899,0.0,100.0,
93,Luxembourg,LUX,21,1990,0.782,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,2924,0.21582488800000002,100.0,
94,Madagascar,MDG,161,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,2974,0.0,9.57178211212158,
95,Malawi,MWI,171,1990,0.34,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,2999,0.0,1.1207196712493899,
96,Malaysia,MYS,57,1990,0.643,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,3024,0.480199903,93.9550399780273,
97,Maldives,MDV,101,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,3049,0.0,73.0881423950195,
98,Mali,MLI,182,1990,0.231,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,3074,0.0,0.00999999977648258,
99,Malta,MLT,29,1990,0.74,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,3099,0.0,100.0,
100,Marshall Islands,MHL,106,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,3124,0.0,52.4419097900391,
101,Mauritania,MRT,159,1990,0.374,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,3149,0.0,3.8861868381500204,
102,Mauritius,MUS,65,1990,0.619,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,3174,0.208359378,99.2344207763672,
103,Mexico,MEX,74,1990,0.65,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,3199,0.074891743,94.2645721435547,
104,Mongolia,MNG,92,1990,0.579,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,3299,0.0,68.1128387451172,
105,Montenegro,MNE,50,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,3324,,98.4081649780273,
106,Morocco,MAR,123,1990,0.45799999999999996,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,3349,0.0036335670000000003,48.1162643432617,
107,Mozambique,MOZ,180,1990,0.209,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,3374,0.0,0.00999999977648258,
108,Myanmar,MMR,148,1990,0.359,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,3399,0.0,35.652030944824205,
109,Namibia,NAM,129,1990,0.579,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,3424,0.0,25.234790802002,
110,Nepal,NPL,149,1990,0.37799999999999995,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,3474,0.0,0.00999999977648258,
111,Netherlands,NLD,10,1990,0.8290000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,3499,0.527882627,100.0,
112,New Zealand,NZL,16,1990,0.818,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,3549,1.592032422,100.0,
113,Nicaragua,NIC,124,1990,0.489,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,3574,0.0,66.8280410766602,
114,Niger,NER,189,1990,0.21,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,3599,0.0,2.2900023460388197,
115,Nigeria,NGA,157,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,3624,0.0,27.3,
116,Norway,NOR,1,1990,0.85,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,3699,4.6342075,100.0,
117,Oman,OMN,48,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,3724,0.150648949,,
118,Pakistan,PAK,150,1990,0.40399999999999997,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,3749,0.001857379,59.9366035461426,
119,Palau,PLW,60,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,3774,,97.47045135498051,
120,Panama,PAN,66,1990,0.66,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,3799,0.0,70.19,
121,Papua New Guinea,PNG,153,1990,0.38,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,3824,0.0,5.11466360092163,
122,Paraguay,PRY,110,1990,0.58,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,3849,0.0,80.4237289428711,
123,Peru,PER,89,1990,0.611,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,3874,0.007559563,60.2237892150879,
124,Philippines,PHL,113,1990,0.586,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,3899,0.0,62.1144485473633,
125,Poland,POL,33,1990,0.7120000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,3924,0.0,100.0,
126,Portugal,PRT,41,1990,0.711,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,3949,0.065304797,100.0,
127,Qatar,QAT,37,1990,0.754,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,3999,0.799882463,100.0,
128,Romania,ROU,52,1990,0.701,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,4024,0.0,100.0,
129,Russian Federation,RUS,49,1990,0.7340000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,4049,0.0,100.0,
130,Rwanda,RWA,158,1990,0.25,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,4074,0.0,0.00999999977648258,
131,Saint Kitts and Nevis,KNA,72,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,4549,0.0,87.5423965454102,
132,Saint Lucia,LCA,90,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,4574,0.0,83.72320556640629,
133,Saint Vincent and the Grenadines,VCT,99,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,4624,0.0,66.0539169311523,
134,Samoa,WSM,104,1990,0.62,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,4099,0.0,77.84141540527341,
135,Sao Tome and Principe,STP,143,1990,0.45299999999999996,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,4149,0.0,42.757965087890604,
136,Saudi Arabia,SAU,39,1990,0.6970000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,4174,0.090960791,,
137,Senegal,SEN,164,1990,0.36700000000000005,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,4199,0.0,25.130535125732397,
138,Serbia,SRB,67,1990,0.718,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,4224,,99.2712631225586,
139,Seychelles,SYC,62,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,4249,0.0,89.5455856323242,
140,Sierra Leone,SLE,184,1990,0.275,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,4274,0.0,7.081538200378421,
141,Singapore,SGP,9,1990,0.718,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,4299,1.716853864,100.0,
142,Slovakia,SVK,38,1990,0.7390000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,4349,0.0,100.0,
143,Slovenia,SVN,25,1990,0.767,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,4374,0.0,100.0,
144,Solomon Islands,SLB,152,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,4399,0.0,0.00999999977648258,
145,South Africa,ZAF,113,1990,0.618,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,4449,0.015122258999999999,59.3379402160645,
146,Spain,ESP,26,1990,0.754,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,4499,0.13916414300000002,100.0,
147,Sri Lanka,LKA,76,1990,0.625,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,4524,0.00582814,52.9376411437988,
148,Sudan,SDN,167,1990,0.331,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,4649,0.0,32.8,
149,Suriname,SUR,100,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,4674,0.0,100.0,
150,Sweden,SWE,7,1990,0.816,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,4699,5.383206822999999,100.0,
151,Switzerland,CHE,2,1990,0.8320000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,4724,1.8733941680000001,100.0,
152,Syrian Arab Republic,SYR,155,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,4749,0.0,80.5458450317383,
153,Tajikistan,TJK,127,1990,0.623,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,4774,0.0,96.6034317016602,
154,Thailand,THA,83,1990,0.574,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,4824,0.111735327,75.8987121582031,
155,Timor-Leste,TLS,132,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,4849,0.0,0.00999999977648258,
156,Togo,TGO,165,1990,0.405,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,4874,0.0,0.00999999977648258,
157,Tonga,TON,98,1990,0.648,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,3,4899,0.0,77.7997665405273,
158,Trinidad and Tobago,TTO,69,1990,0.672,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,4924,0.0,82.70045471191409,
159,Tunisia,TUN,95,1990,0.569,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,4949,0.011575653,87.99334716796871,
160,Turkey,TUR,64,1990,0.579,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,4974,0.058991094,88.78113555908199,
161,Turkmenistan,TKM,108,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,4999,0.0,98.6131439208984,
162,Uganda,UGA,162,1990,0.311,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,5074,0.0,1.2664570808410602,
163,Ukraine,UKR,88,1990,0.705,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,5099,0.0,98.0031890869141,
164,United Arab Emirates,ARE,34,1990,0.727,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,5124,1.805099953,100.0,
165,United Kingdom,GBR,14,1990,0.775,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,5149,1.9481201609999999,100.0,
166,United States,USA,13,1990,0.86,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,5,5174,2.092050864,100.0,
167,Uruguay,URY,55,1990,0.6920000000000001,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,4,5199,0.0,96.29027557373051,
168,Uzbekistan,UZB,105,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,5224,0.0,98.4136199951172,
169,Vanuatu,VUT,138,1990,,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,NaN,5249,0.0,7.0066933631897,
170,Viet Nam,VNM,116,1990,0.475,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,5299,0.0,74.1146697998047,
171,Yemen,YEM,178,1990,0.39899999999999997,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,5374,0.0,36.0090980529785,
172,Zambia,ZMB,144,1990,0.401,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,1,5399,0.0,13.9,
173,Zimbabwe,ZWE,156,1990,0.491,HDI 1990,0.4126000000000001,0.5804,0.6712,0.7448,2,5424,0.0,30.3578319549561,
174,Afghanistan,AFG,168,1991,,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,NaN,23,0.0,0.00999999977648258,
175,Albania,ALB,68,1991,0.626,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,3,48,0.0,100.0,
176,Algeria,DZA,85,1991,0.581,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,2,73,0.018004597,98.3777694702148,
177,Andorra,AND,35,1991,,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,NaN,123,0.0,100.0,
178,Angola,AGO,147,1991,,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,NaN,148,0.0,12.5793790817261,
179,Antigua and Barbuda,ATG,70,1991,,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,NaN,173,,85.6551055908203,
180,Argentina,ARG,47,1991,0.713,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,4,198,0.075315002,91.1236724853516,
181,Armenia,ARM,83,1991,0.628,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,3,223,0.0,97.8535919189453,
182,Australia,AUS,3,1991,0.867,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,5,273,1.687477572,100.0,
183,Austria,AUT,20,1991,0.8,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,5,298,1.4847091119999998,100.0,
184,Azerbaijan,AZE,80,1991,,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,NaN,323,0.0,96.16372680664058,
185,Bahamas,BHS,54,1991,,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,NaN,348,0.773602537,91.3105010986328,
186,Bahrain,BHR,43,1991,0.752,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,5,373,1.442625524,,
187,Bangladesh,BGD,136,1991,0.39399999999999996,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,1,398,0.0,14.29,
188,Barbados,BRB,58,1991,0.718,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,4,423,0.186010908,,
189,Belarus,BLR,53,1991,,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,NaN,448,0.0,100.0,
190,Belgium,BEL,17,1991,0.81,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,5,473,0.512179707,100.0,
191,Belize,BLZ,106,1991,0.6509999999999999,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,3,498,0.0,88.1896438598633,
192,Benin,BEN,163,1991,0.354,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,1,523,0.0,8.68394088745117,
193,Bhutan,BTN,134,1991,,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,NaN,573,0.0,0.48165452480316207,
194,Bosnia and Herzegovina,BIH,77,1991,,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,NaN,623,0.0,97.1122360229492,
195,Botswana,BWA,101,1991,0.588,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,3,648,0.0,10.1,
196,Brazil,BRA,79,1991,0.615,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,3,673,0.004408574,89.8356246948242,
197,Brunei Darussalam,BRN,39,1991,0.787,HDI 1991,0.41820000000000007,0.5846,0.666,0.7485999999999999,5,723,1.13604783,100.0,
