,Country,ISO,HDIrank2017,Year,HDIvalue,Year in Text,Cut_1,Cut_2,Cut_3,Cut_4,bins,Unnamed: 0,IT.CEL.SETS.P2,EG.ELC.ACCS.ZS,IQ.CPA.PROP.XQ
850,Thailand,THA,83,1994,0.604,HDI 1994,0.4242,0.595,0.671,0.7678,3,4820,1.251718415,80.5517883300781,
851,Timor-Leste,TLS,132,1994,,HDI 1994,0.4242,0.595,0.671,0.7678,NaN,4845,,3.1198923587799103,
852,Togo,TGO,165,1994,0.396,HDI 1994,0.4242,0.595,0.671,0.7678,1,4870,0.0,6.6387624740600595,
853,Tonga,TON,98,1994,0.6679999999999999,HDI 1994,0.4242,0.595,0.671,0.7678,3,4895,0.0,80.0,
854,Trinidad and Tobago,TTO,69,1994,0.679,HDI 1994,0.4242,0.595,0.671,0.7678,4,4920,0.207867119,86.35897827148442,
855,Tunisia,TUN,95,1994,0.6,HDI 1994,0.4242,0.595,0.671,0.7678,3,4945,0.030245866,86.8,
856,Turkey,TUR,64,1994,0.599,HDI 1994,0.4242,0.595,0.671,0.7678,3,4970,0.303624834,91.3044891357422,
857,Turkmenistan,TKM,108,1994,,HDI 1994,0.4242,0.595,0.671,0.7678,NaN,4995,0.0,99.13754272460942,
858,Uganda,UGA,162,1994,0.315,HDI 1994,0.4242,0.595,0.671,0.7678,1,5070,0.0,4.25612878799438,
859,Ukraine,UKR,88,1994,0.6679999999999999,HDI 1994,0.4242,0.595,0.671,0.7678,3,5095,0.00977526,98.6858673095703,
860,United Arab Emirates,ARE,34,1994,0.7559999999999999,HDI 1994,0.4242,0.595,0.671,0.7678,4,5120,3.928739212,100.0,
861,United Kingdom,GBR,14,1994,0.8270000000000001,HDI 1994,0.4242,0.595,0.671,0.7678,5,5145,6.815338962,100.0,
862,United States,USA,13,1994,0.875,HDI 1994,0.4242,0.595,0.671,0.7678,5,5170,9.18561207,100.0,
863,Uruguay,URY,55,1994,0.7090000000000001,HDI 1994,0.4242,0.595,0.671,0.7678,4,5195,0.21317419699999998,97.11695098876949,
864,Uzbekistan,UZB,105,1994,,HDI 1994,0.4242,0.595,0.671,0.7678,NaN,5220,0.004025499,99.0341796875,
865,Vanuatu,VUT,138,1994,,HDI 1994,0.4242,0.595,0.671,0.7678,NaN,5245,0.038974958999999997,18.0,
866,Viet Nam,VNM,116,1994,0.517,HDI 1994,0.4242,0.595,0.671,0.7678,2,5295,0.016909011,79.0990524291992,
867,Yemen,YEM,178,1994,0.409,HDI 1994,0.4242,0.595,0.671,0.7678,1,5370,0.055748825999999994,41.7232208251953,
868,Zambia,ZMB,144,1994,0.408,HDI 1994,0.4242,0.595,0.671,0.7678,1,5395,0.0,15.865894317627001,
869,Zimbabwe,ZWE,156,1994,0.473,HDI 1994,0.4242,0.595,0.671,0.7678,2,5420,0.0,28.1,
870,Afghanistan,AFG,168,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,19,0.0,0.00999999977648258,
871,Albania,ALB,68,1995,0.632,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,44,0.0,100.0,
872,Algeria,DZA,85,1995,0.6,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,69,0.01622942,98.7707138061524,
873,Andorra,AND,35,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,119,4.424432263,100.0,
874,Angola,AGO,147,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,144,0.013974356,17.2730312347412,
875,Antigua and Barbuda,ATG,70,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,169,,87.75009155273442,
876,Argentina,ARG,47,1995,0.731,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,194,1.158443077,93.0224609375,
877,Armenia,ARM,83,1995,0.605,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,219,0.0,98.5046539306641,
878,Australia,AUS,3,1995,0.883,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,269,12.40267674,100.0,
879,Austria,AUT,20,1995,0.8170000000000001,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,294,4.800115042,100.0,
880,Azerbaijan,AZE,80,1995,0.612,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,319,0.07716619,97.3050918579102,
881,Bahamas,BHS,54,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,344,1.463501696,93.35507202148442,
882,Bahrain,BHR,43,1995,0.775,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,369,4.89623008,,
883,Bangladesh,BGD,136,1995,0.425,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,394,0.002106028,20.762708663940398,
884,Barbados,BRB,58,1995,0.731,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,419,1.7414015,,
885,Belarus,BLR,53,1995,0.657,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,444,0.058142585,100.0,
886,Belgium,BEL,17,1995,0.852,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,469,2.309551893,100.0,
887,Belize,BLZ,106,1995,0.662,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,494,0.747476602,89.05664825439449,
888,Benin,BEN,163,1995,0.373,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,519,0.017779861,14.1419849395752,
889,Bhutan,BTN,134,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,569,0.0,12.6805810928345,
890,Bosnia and Herzegovina,BIH,77,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,619,0.0,97.9859390258789,
891,Botswana,BWA,101,1995,0.5770000000000001,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,644,0.0,16.827127456665,
892,Brazil,BRA,79,1995,0.648,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,669,0.792088624,91.728598,
893,Brunei Darussalam,BRN,39,1995,0.805,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,719,12.07333979,100.0,
894,Bulgaria,BGR,51,1995,0.696,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,744,0.249666435,100.0,
895,Burkina Faso,BFA,183,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,769,0.0,6.06873416900635,
896,Burundi,BDI,185,1995,0.29600000000000004,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,794,0.009459821,2.01559138298035,
897,Cambodia,KHM,146,1995,0.387,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,844,0.13235015,4.958648681640621,
898,Cameroon,CMR,151,1995,0.42200000000000004,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,869,0.020800841,36.16306686401371,
899,Canada,CAN,12,1995,0.861,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,894,8.829776864,100.0,
900,Central African Republic,CAF,188,1995,0.303,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,944,0.001312349,3.0,
901,Chad,TCD,186,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,969,0.0,1.00354039669037,
902,Chile,CHL,44,1995,0.727,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,1019,1.380145074,95.6186141967773,
903,China,CHN,86,1995,0.55,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,1044,0.29267545100000003,94.38241577148442,
904,Colombia,COL,90,1995,0.625,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,1069,0.7333747359999999,91.2,
905,Comoros,COM,165,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,1094,0.0,27.602054595947298,
906,Congo,COG,137,1995,0.507,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,1144,0.0,8.66249561309814,
907,Costa Rica,CRI,63,1995,0.687,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,1169,0.534047143,98.2305450439453,
908,Croatia,HRV,46,1995,0.696,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,1219,0.729688745,100.0,
909,Cuba,CUB,73,1995,0.654,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,1244,0.017779134,94.8786773681641,
910,Cyprus,CYP,32,1995,0.7859999999999999,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,1294,5.196816887,100.0,
911,Côte d'Ivoire,CIV,170,1995,0.387,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,1194,0.0,42.269569396972706,
912,Denmark,DNK,11,1995,0.831,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,1344,15.71394063,100.0,
913,Djibouti,DJI,172,1995,0.355,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,1369,0.0,58.378688812255895,
914,Dominica,DMA,103,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,1394,0.0,73.58055114746091,
915,Dominican Republic,DOM,94,1995,0.629,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,1419,0.709275212,84.1417999267578,
916,Ecuador,ECU,86,1995,0.662,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,1444,0.475325427,89.830167,
917,Egypt,EGY,115,1995,0.5760000000000001,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,1469,0.011564106999999999,95.5,
918,El Salvador,SLV,121,1995,0.5770000000000001,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,1494,0.240148348,76.995504,
919,Equatorial Guinea,GNQ,141,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,1519,0.0,60.6541748046875,
920,Eritrea,ERI,179,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,1544,0.0,22.9,
921,Estonia,EST,30,1995,0.727,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,1569,2.125016748,100.0,
922,Ethiopia,ETH,173,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,1619,0.0,1.11878561973572,
923,Fiji,FJI,92,1995,0.6729999999999999,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,1669,0.283688675,68.0795974731445,
924,Finland,FIN,15,1995,0.816,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,1694,20.29937459,100.0,
925,France,FRA,24,1995,0.825,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,1719,2.236359799,100.0,
926,Gabon,GAB,110,1995,0.632,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,1769,0.36827766700000003,70.0380706787109,
927,Gambia,GMB,174,1995,0.353,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,1794,0.135243753,22.569486618042003,
928,Georgia,GEO,70,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,1819,0.002988012,98.20836639404301,
929,Germany,DEU,5,1995,0.8340000000000001,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,1844,4.585145625,,
930,Ghana,GHA,140,1995,0.473,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,1869,0.036991809,34.2583389282227,
931,Greece,GRC,31,1995,0.768,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,1919,2.530267045,100.0,
932,Grenada,GRD,75,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,1969,0.39898259399999997,83.9092788696289,
933,Guatemala,GTM,127,1995,0.507,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,2019,0.288216666,60.8,
934,Guinea,GIN,175,1995,0.295,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,2044,0.012069357,11.6221561431885,
935,Guinea-Bissau,GNB,177,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,2069,0.0,2.47352051734924,
936,Guyana,GUY,125,1995,0.578,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,2094,0.163275278,71.56842041015629,
937,Haiti,HTI,168,1995,0.418,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,2119,0.0,31.3,
938,Honduras,HND,133,1995,0.529,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,2144,0.0,66.122022,
939,Hungary,HUN,45,1995,0.741,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,2194,2.56042655,100.0,
940,Iceland,ISL,6,1995,0.826,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,2219,11.53948189,100.0,
941,India,IND,130,1995,0.46,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,2244,0.007983485,51.4961051940918,
942,Indonesia,IDN,116,1995,0.564,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,2269,0.106948264,66.86,
943,Iraq,IRQ,120,1995,0.5529999999999999,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,2319,0.0,95.0749282836914,
944,Ireland,IRL,4,1995,0.795,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,2344,4.326935585,100.0,
945,Israel,ISR,22,1995,0.823,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,2394,8.351696067999999,100.0,
946,Italy,ITA,28,1995,0.8,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,2419,6.851780239,100.0,
947,Jamaica,JAM,97,1995,0.657,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,2444,1.778879501,80.2624588012695,
948,Japan,JPN,19,1995,0.84,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,2469,9.26773002,100.0,
949,Jordan,JOR,95,1995,0.684,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,2494,0.258916435,98.14511108398442,
950,Kazakhstan,KAZ,58,1995,0.664,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,2519,0.028687325,99.9,
951,Kenya,KEN,142,1995,0.456,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,2544,0.008333804,9.76826190948486,
952,Kiribati,KIR,134,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,2569,0.0,42.0991363525391,
953,Kuwait,KWT,56,1995,0.747,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,2669,7.301954303,100.0,
954,Kyrgyzstan,KGZ,122,1995,0.563,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,2694,0.0,99.60693359375,
955,Lao People's Democratic Republic,LAO,139,1995,0.428,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,2719,0.031719382000000004,25.0,
956,Latvia,LVA,41,1995,0.6729999999999999,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,2744,0.5980929429999999,100.0,
957,Lebanon,LBN,80,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,2769,3.955964837,98.7743072509766,
958,Lesotho,LSO,159,1995,0.49200000000000005,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,2794,0.0,0.00999999977648258,
959,Liberia,LBR,181,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,2819,0.0,0.00999999977648258,
960,Libya,LBY,108,1995,0.7040000000000001,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,2844,0.0,99.8607635498047,
961,Liechtenstein,LIE,17,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,2869,,100.0,
962,Lithuania,LTU,35,1995,0.703,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,2894,0.407957642,100.0,
963,Luxembourg,LUX,21,1995,0.8079999999999999,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,2919,6.575539815,100.0,
964,Madagascar,MDG,161,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,2969,0.009647209,11.750709533691401,
965,Malawi,MWI,171,1995,0.39799999999999996,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,2994,0.003855047,3.23178601264954,
966,Malaysia,MYS,57,1995,0.6829999999999999,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,3019,4.903814219,95.6326446533203,
967,Maldives,MDV,101,1995,0.539,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,3044,0.0,79.4416198730469,
968,Mali,MLI,182,1995,0.262,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,3069,0.0,2.4924738407135,
969,Malta,MLT,29,1995,0.759,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,3094,2.837459408,100.0,
970,Marshall Islands,MHL,106,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,3119,0.517494854,60.5427742004395,
971,Mauritania,MRT,159,1995,0.418,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,3144,0.0,11.4235486984253,
972,Mauritius,MUS,65,1995,0.648,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,3169,1.039716552,99.42205810546879,
973,Mexico,MEX,74,1995,0.669,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,3194,0.732105653,95.78555297851558,
974,Mongolia,MNG,92,1995,0.555,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,3294,0.0,71.0148696899414,
975,Montenegro,MNE,50,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,3319,,99.07284545898442,
976,Morocco,MAR,123,1995,0.489,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,3344,0.10899629599999999,56.5,
977,Mozambique,MOZ,180,1995,0.22899999999999998,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,3369,0.0,1.1791011095047,
978,Myanmar,MMR,148,1995,0.39799999999999996,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,3394,0.006397181,40.033897399902294,
979,Namibia,NAM,129,1995,0.588,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,3419,0.211434498,30.6147899627686,
980,Nepal,NPL,149,1995,0.41,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,3469,0.0,7.575012683868411,
981,Netherlands,NLD,10,1995,0.861,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,3494,3.484646962,100.0,
982,New Zealand,NZL,16,1995,0.851,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,3544,9.932145757,100.0,
983,Nicaragua,NIC,124,1995,0.524,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,3569,0.09539858,69.981330871582,
984,Niger,NER,189,1995,0.22899999999999998,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,3594,0.0,6.2,
985,Nigeria,NGA,157,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,3619,0.012035758999999998,37.769924163818395,
986,Norway,NOR,1,1995,0.883,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,3694,22.47094398,100.0,
987,Oman,OMN,48,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,3719,0.36528884899999997,,
988,Pakistan,PAK,150,1995,0.428,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,3744,0.03335039,67.7518310546875,
989,Palau,PLW,60,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,3769,,98.0949249267578,
990,Panama,PAN,66,1995,0.688,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,3794,0.0,76.7868957519531,
991,Papua New Guinea,PNG,153,1995,0.425,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,3819,0.0,8.815789222717289,
992,Paraguay,PRY,110,1995,0.606,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,3844,0.332020543,77.469114,
993,Peru,PER,89,1995,0.643,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,3869,0.30593508199999997,67.1576995849609,
994,Philippines,PHL,113,1995,0.598,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,3894,0.7071768359999999,67.9405136108398,
995,Poland,POL,33,1995,0.74,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,3919,0.19504516600000002,100.0,
996,Portugal,PRT,41,1995,0.76,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,3944,3.358166494,100.0,
997,Qatar,QAT,37,1995,0.784,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,3994,3.597004606,100.0,
998,Romania,ROU,52,1995,0.687,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,4019,0.039485984,100.0,
999,Russian Federation,RUS,49,1995,0.7,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,4044,0.059698357,100.0,
1000,Rwanda,RWA,158,1995,0.23399999999999999,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,4069,0.0,0.5774781107902529,
1001,Saint Kitts and Nevis,KNA,72,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,4544,,90.4408721923828,
1002,Saint Lucia,LCA,90,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,4569,0.680068551,86.69744873046879,
1003,Saint Vincent and the Grenadines,VCT,99,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,4619,0.198849448,73.1919479370117,
1004,Samoa,WSM,104,1995,0.618,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,4094,0.0,82.8785018920898,
1005,Sao Tome and Principe,STP,143,1995,0.469,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,4144,0.0,47.3946723937988,
1006,Saudi Arabia,SAU,39,1995,0.722,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,4169,0.08544052,,
1007,Senegal,SEN,164,1995,0.368,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,4194,0.0013948270000000002,32.7332382202148,
1008,Serbia,SRB,67,1995,0.695,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,4219,,99.7086639404297,
1009,Seychelles,SYC,62,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,4244,0.06518649900000001,91.8827972412109,
1010,Sierra Leone,SLE,184,1995,0.27399999999999997,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,4269,0.0,9.24517822265625,
1011,Singapore,SGP,9,1995,0.773,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,4294,8.796189698,100.0,
1012,Slovakia,SVK,38,1995,0.7509999999999999,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,4344,0.229096246,100.0,
1013,Slovenia,SVN,25,1995,0.782,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,4369,1.370895498,100.0,
1014,Solomon Islands,SLB,152,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,4394,0.06402672400000001,0.0323615409433842,
1015,South Africa,ZAF,113,1995,0.649,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,4444,1.271141187,65.4910125732422,
1016,Spain,ESP,26,1995,0.8,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,4494,2.368872407,100.0,
1017,Sri Lanka,LKA,76,1995,0.65,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,4519,0.281227926,61.414363861084006,
1018,Sudan,SDN,167,1995,0.366,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,4644,0.0,29.1146564483643,
1019,Suriname,SUR,100,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,4669,0.38019129,99.9240951538086,
1020,Sweden,SWE,7,1995,0.856,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,4694,22.72413489,100.0,
1021,Switzerland,CHE,2,1995,0.848,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,4719,6.371238971,100.0,
1022,Syrian Arab Republic,SYR,155,1995,0.579,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,4744,0.0,84.73309326171871,
1023,Tajikistan,TJK,127,1995,0.55,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,4769,0.0,97.6611557006836,
1024,Thailand,THA,83,1995,0.611,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,4819,2.181521181,81.6996307373047,
1025,Timor-Leste,TLS,132,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,4844,,5.91277885437012,
1026,Togo,TGO,165,1995,0.409,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,4869,0.0,8.523256301879881,
1027,Tonga,TON,98,1995,0.6709999999999999,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,4894,0.3122528,81.7611770629883,
1028,Trinidad and Tobago,TTO,69,1995,0.6829999999999999,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,4919,0.506214736,87.2581787109375,
1029,Tunisia,TUN,95,1995,0.607,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,4944,0.034946332000000004,88.7,
1030,Turkey,TUR,64,1995,0.607,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,4969,0.747404768,91.9198989868164,
1031,Turkmenistan,TKM,108,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,4994,0.0,99.2526397705078,
1032,Uganda,UGA,162,1995,0.321,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,1,5069,0.008501096,6.8,
1033,Ukraine,UKR,88,1995,0.664,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,3,5094,0.027501843999999998,98.84054565429692,
1034,United Arab Emirates,ARE,34,1995,0.764,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,5119,5.266536536,100.0,
1035,United Kingdom,GBR,14,1995,0.8390000000000001,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,5144,9.892982241,100.0,
1036,United States,USA,13,1995,0.877,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,5,5169,12.71768704,100.0,
1037,Uruguay,URY,55,1995,0.711,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,4,5194,1.237408537,97.30819702148442,
1038,Uzbekistan,UZB,105,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,5219,0.016318755,99.1733245849609,
1039,Vanuatu,VUT,138,1995,,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,NaN,5244,0.071923203,14.825549125671401,
1040,Viet Nam,VNM,116,1995,0.529,HDI 1995,0.428,0.5988,0.6729999999999999,0.7720000000000001,2,5294,0.031250425,80.32972717285159,
