,ISO,Year,IT.CEL.SETS.P2,EG.ELC.ACCS.ZS,IQ.CPA.PROP.XQ
1241,CUB,1998,0.036659115,96.1700592041015,
1242,CUB,1997,0.027183626,95.7569351196289,
1243,CUB,1996,0.022142116,95.3254547119141,
1244,CUB,1995,0.017779134,94.8786773681641,
1245,CUB,1994,0.010616939,94.4196701049805,
1246,CUB,1993,0.004632145,93.9514770507813,
1247,CUB,1992,0.002180118,93.4771728515625,
1248,CUB,1991,0.0,92.9998016357422,
1249,CUB,1990,0.0,92.5219268798828,
1250,CUW,2014,123.0378501,100.0,
1251,CUW,2013,131.3806127,100.0,
1252,CUW,2012,133.805275,100.0,
1253,CUW,2011,136.987775,100.0,
1254,CUW,2010,138.2201507,100.0,
1255,CUW,2009,139.7157011,100.0,
1256,CUW,2008,,100.0,
1257,CUW,2007,,100.0,
1258,CUW,2006,,100.0,
1259,CUW,2005,,100.0,
1260,CUW,2004,,100.0,
1261,CUW,2003,,100.0,
1262,CUW,2002,,100.0,
1263,CUW,2001,,100.0,
1264,CUW,2000,,100.0,
1265,CUW,1999,,100.0,
1266,CUW,1998,,100.0,
1267,CUW,1997,,100.0,
1268,CUW,1996,,100.0,
1269,CUW,1995,,100.0,
1270,CUW,1994,,100.0,
1271,CUW,1993,,100.0,
1272,CUW,1992,,100.0,
1273,CUW,1991,,100.0,
1274,CUW,1990,,100.0,
1275,CYP,2014,130.1924519,100.0,
1276,CYP,2013,127.5810419,100.0,
1277,CYP,2012,128.5953235,100.0,
1278,CYP,2011,128.4975265,100.0,
1279,CYP,2010,124.9330675,100.0,
1280,CYP,2009,121.1152274,100.0,
1281,CYP,2008,129.4054983,100.0,
1282,CYP,2007,92.9655393,100.0,
1283,CYP,2006,82.77911008,100.0,
1284,CYP,2005,75.78090348,100.0,
1285,CYP,2004,64.79829104,100.0,
1286,CYP,2003,55.27790635,100.0,
1287,CYP,2002,42.6515777,100.0,
1288,CYP,2001,32.69487385,100.0,
1289,CYP,2000,23.14502373,100.0,
1290,CYP,1999,16.38578873,100.0,
1291,CYP,1998,12.82201225,100.0,
1292,CYP,1997,10.32497954,100.0,
1293,CYP,1996,8.105505207,100.0,
1294,CYP,1995,5.196816887,100.0,
1295,CYP,1994,2.739958383,100.0,
1296,CYP,1993,1.867090695,100.0,
1297,CYP,1992,1.216371494,100.0,
1298,CYP,1991,0.655184655,100.0,
1299,CYP,1990,0.411682066,100.0,
1300,CZE,2014,131.2739149,100.0,
1301,CZE,2013,129.4947813,100.0,
1302,CZE,2012,127.72469,100.0,
1303,CZE,2011,124.5913056,100.0,
1304,CZE,2010,122.7576776,100.0,
1305,CZE,2009,124.5619345,100.0,
1306,CZE,2008,132.1991302,100.0,
1307,CZE,2007,127.7315807,100.0,
1308,CZE,2006,120.4685575,100.0,
1309,CZE,2005,114.7950474,100.0,
1310,CZE,2004,105.3032774,100.0,
1311,CZE,2003,94.81805209,100.0,
1312,CZE,2002,83.98174327,100.0,
1313,CZE,2001,67.63716308,100.0,
1314,CZE,2000,42.23693374,100.0,
1315,CZE,1999,18.86698339,100.0,
1316,CZE,1998,9.352226689,100.0,
1317,CZE,1997,5.091011901,100.0,
1318,CZE,1996,1.935304046,100.0,
1319,CZE,1995,0.472078078,100.0,
1320,CZE,1994,0.293681009,100.0,
1321,CZE,1993,0.135563645,100.0,
1322,CZE,1992,0.044922797,100.0,
1323,CZE,1991,0.012003769,100.0,
1324,CZE,1990,0.0,100.0,
1325,DNK,2014,126.4184626,100.0,
1326,DNK,2013,124.714087,100.0,
1327,DNK,2012,129.9803588,100.0,
1328,DNK,2011,128.4855486,100.0,
1329,DNK,2010,115.5890246,100.0,
1330,DNK,2009,123.654185,100.0,
1331,DNK,2008,119.2657784,100.0,
1332,DNK,2007,115.3208334,100.0,
1333,DNK,2006,107.0505628,100.0,
1334,DNK,2005,100.5072946,100.0,
1335,DNK,2004,95.63465791,100.0,
1336,DNK,2003,88.4931932,100.0,
1337,DNK,2002,83.34111016,100.0,
1338,DNK,2001,73.91039895,100.0,
1339,DNK,2000,62.97378451,100.0,
1340,DNK,1999,49.39302195,100.0,
1341,DNK,1998,36.4332626,100.0,
1342,DNK,1997,27.36064934,100.0,
1343,DNK,1996,25.05474932,100.0,
1344,DNK,1995,15.71394063,100.0,
1345,DNK,1994,9.661633662,100.0,
1346,DNK,1993,6.888976566,100.0,
1347,DNK,1992,4.081153984,100.0,
1348,DNK,1991,3.413116199,100.0,
1349,DNK,1990,2.883032183,100.0,
1350,DJI,2014,31.46901215,52.269359588623,2.5
1351,DJI,2013,27.22496565,52.5159454345703,2.5
1352,DJI,2012,24.11162242,54.6,2.5
1353,DJI,2011,22.29365416,53.0301475524902,2.5
1354,DJI,2010,19.45764886,53.3037719726563,2.5
1355,DJI,2009,15.38836576,53.592414855957,2.5
1356,DJI,2008,13.71288585,53.8990783691406,2.5
1357,DJI,2007,8.591404518,54.2267723083496,2.5
1358,DJI,2006,5.628805538,55.5,2.5
1359,DJI,2005,5.62435685,54.9451675415039,2.5
1360,DJI,2004,4.473812588,55.3252563476563,
1361,DJI,2003,3.031840921,55.7111854553223,
1362,DJI,2002,2.010128367,49.7,
1363,DJI,2001,0.409438373,56.4763221740723,
1364,DJI,2000,0.032051997,56.8433990478515,
1365,DJI,1999,0.039994344,57.1920700073242,
1366,DJI,1998,0.03232385,57.5177841186524,
1367,DJI,1997,0.030713228,57.8220863342285,
1368,DJI,1996,0.017089184,62.0,
1369,DJI,1995,0.0,58.3786888122559,
1370,DJI,1994,0.0,58.6371040344238,
1371,DJI,1993,0.0,58.886344909668,
1372,DJI,1992,0.0,59.1294631958008,
1373,DJI,1991,0.0,59.3695259094238,
1374,DJI,1990,0.0,59.6090774536133,
1375,DMA,2014,101.5224381,99.5810775756836,4.0
1376,DMA,2013,129.2472376,98.8553009033203,4.0
1377,DMA,2012,151.7128422,97.8241195678711,4.0
1378,DMA,2011,151.8781896,96.3296279907227,4.0
1379,DMA,2010,147.7701568,94.847152709961,4.0
1380,DMA,2009,138.2863721,93.3796920776367,4.0
1381,DMA,2008,128.0355686,90.9,4.0
1382,DMA,2007,125.440451,90.5018463134766,4.0
1383,DMA,2006,100.9787168,89.0959625244141,4.0
1384,DMA,2005,73.62623359,87.7080383300781,4.0
1385,DMA,2004,59.44670996,86.33203125,
1386,DMA,2003,33.93491504,84.9618606567383,
1387,DMA,2002,17.43383364,87.7,
1388,DMA,2001,11.06645615,82.2147903442383,
1389,DMA,2000,1.722257305,80.8257675170898,
1390,DMA,1999,1.144443014,79.4183349609375,
1391,DMA,1998,0.924740361,75.0,
1392,DMA,1997,0.785832403,76.5361557006836,
1393,DMA,1996,0.647972451,75.0660018920898,
1394,DMA,1995,0.0,73.5805511474609,
1395,DMA,1994,0.0,72.0828628540039,
1396,DMA,1993,0.0,70.5760040283203,
1397,DMA,1992,0.0,69.0630264282227,
1398,DMA,1991,0.0,67.5469818115234,
1399,DMA,1990,0.0,66.0304336547852,
1400,DOM,2014,79.79685261,98.470979,
1401,DOM,2013,89.48687014,98.385853,
1402,DOM,2012,87.97872959,97.86705,
1403,DOM,2011,87.47079787,97.898872,
1404,DOM,2010,89.84437742,98.145414,
1405,DOM,2009,88.35000826,97.85776,
1406,DOM,2008,74.82455285,97.576197,
1407,DOM,2007,58.00351691,96.876342,
1408,DOM,2006,49.1462265,90.118148,
1409,DOM,2005,39.22341664,90.141224,
1410,DOM,2004,27.83767502,90.316567,
1411,DOM,2003,23.32705157,89.173808,
1412,DOM,2002,19.25446246,89.749814,
1413,DOM,2001,14.60346786,89.791362,
1414,DOM,2000,8.238492835,88.764932,
1415,DOM,1999,5.035334683,91.0,
1416,DOM,1998,2.523801058,86.744987487793,
1417,DOM,1997,1.734458084,85.8945922851563,
1418,DOM,1996,1.02809613,85.0258407592773,
1419,DOM,1995,0.709275212,84.1417999267578,
1420,DOM,1994,0.270732094,83.2455139160156,
1421,DOM,1993,0.136163012,82.3400573730469,
1422,DOM,1992,0.096270347,81.4284744262695,
1423,DOM,1991,0.076512274,78.2,
1424,DOM,1990,0.044072321,79.5986938476563,
1425,ECU,2014,104.4181604,98.976067,
1426,ECU,2013,106.159366,98.034674,
1427,ECU,2012,106.725658,97.194929,
1428,ECU,2011,101.0236303,96.872699,
1429,ECU,2010,98.96911151,97.462142,
1430,ECU,2009,90.13348399,96.470862,
1431,ECU,2008,80.87509159,97.206576,
1432,ECU,2007,69.97296742,96.812618,
1433,ECU,2006,60.74861034,96.315259,
1434,ECU,2005,45.47670942,95.83265,
1435,ECU,2004,26.23439384,94.7925567626953,
1436,ECU,2003,18.04539504,94.973044,
1437,ECU,2002,11.94043632,94.1163940429688,
1438,ECU,2001,6.68457463,93.7719116210938,
1439,ECU,2000,3.818421304,93.4150924682617,
1440,ECU,1999,3.090527863,93.071434,
1441,ECU,1998,1.996171453,92.726642,
1442,ECU,1997,1.060839197,92.2220764160156,
1443,ECU,1996,0.511654106,91.7841186523438,
1444,ECU,1995,0.475325427,89.830167,
1445,ECU,1994,0.168981695,90.8653869628906,
1446,ECU,1993,0.0,90.3907241821289,
1447,ECU,1992,0.0,89.9099426269531,
1448,ECU,1991,0.0,89.4261016845703,
1449,ECU,1990,0.0,88.9417495727539,
1450,EGY,2014,103.8158916,99.8,
1451,EGY,2013,111.0208506,99.9950942993164,
1452,EGY,2012,110.2325598,99.7,
1453,EGY,2011,97.12166915,99.8531723022461,
1454,EGY,2010,84.01262188,99.6496963500977,
1455,EGY,2009,67.12207389,99.3794631958008,
1456,EGY,2008,51.00022567,99.8,
1457,EGY,2007,37.83594714,98.8195953369141,
1458,EGY,2006,23.03137827,99.04,
1459,EGY,2005,17.75192835,99.4,
1460,EGY,2004,10.13911841,98.1013488769531,
1461,EGY,2003,7.836412296,98.8,
1462,EGY,2002,6.191889645,97.6651306152344,
1463,EGY,2001,3.922392286,97.4428253173828,
1464,EGY,2000,1.945326915,97.7,
1465,EGY,1999,0.700855866,96.9550933837891,
1466,EGY,1998,0.134741198,96.679069519043,
1467,EGY,1997,0.098831287,96.3816375732422,
1468,EGY,1996,0.011348541,96.0658493041992,
1469,EGY,1995,0.011564107,95.5,
1470,EGY,1994,0.011794403,95.3914413452148,
1471,EGY,1993,0.011223064,95.0389404296875,
1472,EGY,1992,0.008183487,93.4,
1473,EGY,1991,0.007659263,94.3186492919922,
1474,EGY,1990,0.006967158,93.9564666748047,
1475,SLV,2014,146.3630851,95.125416,
1476,SLV,2013,143.8525003,95.043105,
1477,SLV,2012,139.0235975,93.680571,
1478,SLV,2011,134.2926027,92.574686,
1479,SLV,2010,124.9116491,91.580238,
1480,SLV,2009,123.2834404,91.08402,
1481,SLV,2008,113.753856,91.000227,
1482,SLV,2007,100.8861054,91.109558,
1483,SLV,2006,63.59489789,89.201467,
1484,SLV,2005,40.0027965,87.525839,
1485,SLV,2004,30.53903871,87.357045,
1486,SLV,2003,19.25451329,86.961151,
1487,SLV,2002,14.96250275,87.54906,
1488,SLV,2001,14.52400134,87.063829,
1489,SLV,2000,12.67340488,84.519249,
1490,SLV,1999,8.778516467,79.129592,
1491,SLV,1998,2.372745732,81.637983,
1492,SLV,1997,0.701199685,79.8254241943359,
1493,SLV,1996,0.410266356,77.883,
1494,SLV,1995,0.240148348,76.995504,
1495,SLV,1994,0.087791673,76.7194595336914,
1496,SLV,1993,0.029813665,75.6617050170899,
1497,SLV,1992,0.0,74.5978393554687,
1498,SLV,1991,0.0,69.60788,
1499,SLV,1990,0.0,72.4634628295898,
1500,GNQ,2014,45.73481704,67.058708190918,
1501,GNQ,2013,47.13124662,66.6466674804688,
1502,GNQ,2012,48.2457517,66.2406387329102,
1503,GNQ,2011,48.16099931,66.1,
1504,GNQ,2010,41.98173912,65.4586181640625,
1505,GNQ,2009,21.99951381,65.0886383056641,
1506,GNQ,2008,20.72734559,64.7366790771484,
1507,GNQ,2007,18.08695484,64.4057464599609,
1508,GNQ,2006,15.14736493,64.0973358154297,
1509,GNQ,2005,12.79517032,63.8068962097168,
1510,GNQ,2004,8.54008667,63.5283622741699,
1511,GNQ,2003,5.97456706,63.2556648254395,
1512,GNQ,2002,4.801870328,62.9827499389648,
1513,GNQ,2001,2.344621906,62.7035522460937,
1514,GNQ,2000,0.813904086,62.4120063781738,
1515,GNQ,1999,0.101705603,62.10205078125,
1516,GNQ,1998,0.052411179,61.7691459655762,
1517,GNQ,1997,0.055082661,61.4148216247559,
1518,GNQ,1996,0.011641244,61.0421485900879,
1519,GNQ,1995,0.0,60.6541748046875,
1520,GNQ,1994,0.0,60.2539672851562,
1521,GNQ,1993,0.0,59.8445816040039,
1522,GNQ,1992,0.0,59.4290771484375,
1523,GNQ,1991,0.0,59.0105171203613,
1524,GNQ,1990,0.0,58.5914421081543,
1525,ERI,2014,8.794691159,44.3466758728027,2.5
1526,ERI,2013,7.62941631,43.1830368041992,2.5
1527,ERI,2012,6.693368548,42.0254058837891,2.5
1528,ERI,2011,5.406832652,40.8767852783203,2.5
1529,ERI,2010,4.219579853,39.7401809692383,2.5
1530,ERI,2009,3.274224225,38.618595123291,2.5
1531,ERI,2008,2.566509381,37.5150337219238,2.5
1532,ERI,2007,2.030851374,36.4324989318848,2.5
1533,ERI,2006,1.524498801,35.372486114502,2.5
1534,ERI,2005,1.01884426,34.3304443359375,2.5
1535,ERI,2004,0.518319618,33.3003044128418,
1536,ERI,2003,0.0,32.2760047912598,
1537,ERI,2002,0.0,32.2,
1538,ERI,2001,0.0,30.2206859588623,
1539,ERI,2000,0.0,29.1775379180908,
1540,ERI,1999,0.0,28.1159801483154,
1541,ERI,1998,0.0,27.0314693450928,
1542,ERI,1997,0.0,25.9255447387695,
1543,ERI,1996,0.0,24.8012676239014,
1544,ERI,1995,0.0,22.9,
1545,ERI,1994,0.0,22.5098819732666,
1546,ERI,1993,0.0,21.3488922119141,
1547,ERI,1992,0.0,20.1817874908447,
1548,ERI,1991,0.0,19.0116214752197,
1549,ERI,1990,0.0,17.8409461975098,
1550,EST,2014,143.9327983,100.0,
1551,EST,2013,145.8445322,100.0,
1552,EST,2012,150.9320464,100.0,
1553,EST,2011,135.9536572,100.0,
1554,EST,2010,124.0752585,100.0,
1555,EST,2009,117.5701998,100.0,
1556,EST,2008,121.2547921,100.0,
1557,EST,2007,125.130871,100.0,
1558,EST,2006,122.9306817,100.0,
1559,EST,2005,106.6132211,100.0,
1560,EST,2004,92.09175947,100.0,
1561,EST,2003,76.49749546,100.0,
1562,EST,2002,63.71444358,100.0,
1563,EST,2001,46.7907186,100.0,
1564,EST,2000,39.81096581,100.0,
1565,EST,1999,27.56824566,100.0,
1566,EST,1998,17.56319551,100.0,
1567,EST,1997,10.22931543,100.0,
1568,EST,1996,4.902182071,100.0,
1569,EST,1995,2.125016748,100.0,
1570,EST,1994,0.945306854,100.0,
1571,EST,1993,0.485464622,100.0,
1572,EST,1992,0.164254575,100.0,
1573,EST,1991,0.036816592,100.0,
1574,EST,1990,0.0,100.0,
1575,SWZ,2014,70.79006437,65.0,
1576,SWZ,2013,70.23443989,57.4072151184082,
1577,SWZ,2012,64.49503989,54.6210632324219,
1578,SWZ,2011,62.56151766,51.8439178466797,
1579,SWZ,2010,60.3405432,45.5523376086057,
1580,SWZ,2009,56.27560506,46.328685760498,
1581,SWZ,2008,45.87491382,43.5966033935547,
1582,SWZ,2007,33.37918579,40.8855476379395,
1583,SWZ,2006,22.31118933,35.2,
1584,SWZ,2005,18.08525934,35.5264434814453,
1585,SWZ,2004,13.24136823,32.8677825927734,
1586,SWZ,2003,7.81686825,30.2149639129639,
1587,SWZ,2002,6.29087915,27.5619239807129,
1588,SWZ,2001,5.126164222,26.9,
1589,SWZ,2000,3.108902011,22.2309303283691,
1590,SWZ,1999,1.338907012,19.5408496856689,
1591,SWZ,1998,0.45808565,16.8278179168701,
1592,SWZ,1997,0.0,14.0933704376221,
1593,SWZ,1996,0.0,11.3405694961548,
1594,SWZ,1995,0.0,8.57247352600098,
1595,SWZ,1994,0.0,5.79214000701904,
1596,SWZ,1993,0.0,3.00262975692749,
1597,SWZ,1992,0.0,1.44882464408874,
1598,SWZ,1991,0.0,0.423998951911926,
1599,SWZ,1990,0.0,0.00999999977648258,
1600,ETH,2014,31.31458376,27.2,3.0
1601,ETH,2013,27.02864387,30.0434875488281,3.0
1602,ETH,2012,22.20138502,28.3634471893311,3.0
1603,ETH,2011,15.68813762,23.0,3.0
1604,ETH,2010,7.815041435,25.0334053039551,3.0
1605,ETH,2009,4.743480143,23.3894119262695,3.0
1606,ETH,2008,2.349617765,21.7634429931641,3.0
1607,ETH,2007,1.491965306,20.1585006713867,3.0
1608,ETH,2006,1.099166045,18.576078414917,3.0
1609,ETH,2005,0.535182603,14.0,2.5
1610,ETH,2004,0.208422432,15.4590759277344,
1611,ETH,2003,0.070747671,13.9123697280884,
1612,ETH,2002,0.071448236,12.3654432296753,
1613,ETH,2001,0.040150524,10.8122329711914,
1614,ETH,2000,0.026687274,12.7,
1615,ETH,1999,0.010426971,7.66270923614502,
1616,ETH,1998,0.0,6.05578994750977,
1617,ETH,1997,0.0,4.42745685577393,
1618,ETH,1996,0.0,2.78076887130737,
1619,ETH,1995,0.0,1.11878561973572,
1620,ETH,1994,0.0,0.598653972148895,
1621,ETH,1993,0.0,0.15724191069603,
1622,ETH,1992,0.0,0.0273247733712196,
1623,ETH,1991,0.0,0.00999999977648258,
1624,ETH,1990,0.0,0.00999999977648258,
1625,FRO,2014,119.3276279,100.0,
1626,FRO,2013,118.4708803,100.0,
1627,FRO,2012,120.6632968,100.0,
1628,FRO,2011,120.2991277,100.0,
1629,FRO,2010,122.4428424,100.0,
1630,FRO,2009,117.4701651,100.0,
1631,FRO,2008,113.1483964,100.0,
1632,FRO,2007,107.6803996,100.0,
1633,FRO,2006,103.2697435,100.0,
1634,FRO,2005,87.04980843,100.0,
1635,FRO,2004,85.7819413,100.0,
1636,FRO,2003,79.26376787,100.0,
1637,FRO,2002,72.71870879,100.0,
1638,FRO,2001,51.52337668,100.0,
1639,FRO,2000,35.91138008,100.0,
1640,FRO,1999,22.92647591,100.0,
1641,FRO,1998,13.98883641,100.0,
1642,FRO,1997,10.16410456,100.0,
1643,FRO,1996,7.088887924,100.0,
1644,FRO,1995,5.556038228,100.0,
1645,FRO,1994,4.237837838,100.0,
1646,FRO,1993,3.441252144,100.0,
1647,FRO,1992,3.647480945,100.0,
1648,FRO,1991,3.011146933,100.0,
1649,FRO,1990,0.0,100.0,
1650,FJI,2014,98.91285451,95.5934371948242,
1651,FJI,2013,105.7622071,91.75,
1652,FJI,2012,98.30734115,92.553337097168,
1653,FJI,2011,83.84404776,91.0453033447266,
1654,FJI,2010,81.15820687,89.5492858886719,
1655,FJI,2009,75.12028048,88.0682907104492,
1656,FJI,2008,71.14568264,86.16,
1657,FJI,2007,63.49309785,88.9,
1658,FJI,2006,34.40382108,83.7439422607422,
1659,FJI,2005,24.94472614,82.3424835205078,
1660,FJI,2004,17.37512128,80.9529266357422,
1661,FJI,2003,13.45557586,80.0,
1662,FJI,2002,11.02133038,79.63,
1663,FJI,2001,9.939966938,76.7950744628906,
1664,FJI,2000,6.786913093,75.3925094604492,
1665,FJI,1999,2.89896763,73.9715423583985,
1666,FJI,1998,0.999606405,72.5276184082031,
1667,FJI,1997,0.655853492,71.0622787475586,
1668,FJI,1996,0.471652415,66.9,
1669,FJI,1995,0.283688675,68.0795974731445,
1670,FJI,1994,0.143665588,66.5683746337891,
1671,FJI,1993,0.0,65.0479736328125,
1672,FJI,1992,0.0,63.5214538574219,
1673,FJI,1991,0.0,61.9918746948242,
1674,FJI,1990,0.0,60.4617881774902,
1675,FIN,2014,139.2489757,100.0,
1676,FIN,2013,136.3200932,100.0,
1677,FIN,2012,172.178726,100.0,
1678,FIN,2011,165.8860374,100.0,
1679,FIN,2010,156.361179,100.0,
1680,FIN,2009,144.1233426,100.0,
1681,FIN,2008,128.3858236,100.0,
1682,FIN,2007,114.7599836,100.0,
1683,FIN,2006,107.4358085,100.0,
1684,FIN,2005,100.2105563,100.0,
1685,FIN,2004,95.15116311,100.0,
1686,FIN,2003,90.81753315,100.0,
1687,FIN,2002,86.6381899,100.0,
1688,FIN,2001,80.29235384,100.0,
1689,FIN,2000,71.87081844,100.0,
1690,FIN,1999,63.24342736,100.0,
1691,FIN,1998,55.10944297,100.0,
1692,FIN,1997,41.97749656,100.0,
1693,FIN,1996,29.23903329,100.0,
1694,FIN,1995,20.29937459,100.0,
1695,FIN,1994,13.25391689,100.0,
1696,FIN,1993,9.644999033,100.0,
1697,FIN,1992,7.651669747,100.0,
1698,FIN,1991,6.358419047,100.0,
1699,FIN,1990,5.161339908,100.0,
1700,FRA,2014,101.9229627,100.0,
1701,FRA,2013,99.06771312,100.0,
1702,FRA,2012,97.83174772,100.0,
1703,FRA,2011,94.43104231,100.0,
1704,FRA,2010,91.68330775,100.0,
1705,FRA,2009,92.39159417,100.0,
1706,FRA,2008,93.00882838,100.0,
1707,FRA,2007,89.34353008,100.0,
1708,FRA,2006,83.87657249,100.0,
1709,FRA,2005,78.53166302,100.0,
1710,FRA,2004,73.1589461,100.0,
1711,FRA,2003,68.87189627,100.0,
1712,FRA,2002,64.06849532,100.0,
1713,FRA,2001,61.75367525,100.0,
1714,FRA,2000,48.73886397,100.0,
1715,FRA,1999,36.13436735,100.0,
1716,FRA,1998,18.9889303,100.0,
1717,FRA,1997,9.899530141,100.0,
1718,FRA,1996,4.20976597,100.0,
1719,FRA,1995,2.236359799,100.0,
1720,FRA,1994,1.522658967,100.0,
1721,FRA,1993,0.990565041,100.0,
1722,FRA,1992,0.759518231,100.0,
1723,FRA,1991,0.655162571,100.0,
1724,FRA,1990,0.497183723,100.0,
1725,PYF,2014,92.60900815,100.0,
1726,PYF,2013,88.98357755,100.0,
1727,PYF,2012,83.76830583,100.0,
1728,PYF,2011,82.57653524,100.0,
1729,PYF,2010,80.61011127,100.0,
1730,PYF,2009,78.41713074,100.0,
1731,PYF,2008,71.109777,100.0,
1732,PYF,2007,67.09555861,100.0,
1733,PYF,2006,58.95311676,100.0,
1734,PYF,2005,47.079871,100.0,
1735,PYF,2004,38.1292821,100.0,
1736,PYF,2003,24.18520799,100.0,
1737,PYF,2002,21.32600834,100.0,
1738,PYF,2001,27.89371376,100.0,
1739,PYF,2000,16.81713578,100.0,
1740,PYF,1999,9.41352725,100.0,
1741,PYF,1998,4.842890672,100.0,
1742,PYF,1997,2.42568084,100.0,
1743,PYF,1996,1.239950201,100.0,
1744,PYF,1995,0.53439655,100.0,
1745,PYF,1994,0.0,100.0,
1746,PYF,1993,0.0,100.0,
1747,PYF,1992,0.0,100.0,
1748,PYF,1991,0.0,100.0,
1749,PYF,1990,0.0,100.0,
1750,GAB,2014,156.3528642,89.2199401855469,
1751,GAB,2013,151.0632701,86.4,
1752,GAB,2012,145.5887551,89.3,
1753,GAB,2011,139.6632846,85.9873809814453,
1754,GAB,2010,98.15816267,84.9298858642578,
1755,GAB,2009,91.3815248,83.8874130249023,
1756,GAB,2008,84.61277614,82.8629608154297,
1757,GAB,2007,78.49889168,81.8595428466797,
1758,GAB,2006,62.15113881,80.8786392211914,
1759,GAB,2005,52.50348151,81.6,
1760,GAB,2004,35.87195473,78.9646835327148,
1761,GAB,2003,22.58787814,78.0194931030273,
1762,GAB,2002,21.57656506,77.074089050293,
1763,GAB,2001,11.88345656,76.1223983764648,
1764,GAB,2000,9.747206207,73.6,
1765,GAB,1999,0.7404397,74.1759185791016,
1766,GAB,1998,0.827681127,73.1705169677734,
1767,GAB,1997,0.831637959,72.1436996459961,
1768,GAB,1996,0.610416214,71.0985336303711,
1769,GAB,1995,0.368277667,70.0380706787109,
1770,GAB,1994,0.243798074,68.9653701782227,
1771,GAB,1993,0.116334983,67.8834991455078,
1772,GAB,1992,0.027869681,66.7955017089844,
1773,GAB,1991,0.0,65.7044448852539,
1774,GAB,1990,0.0,64.6128845214844,
1775,GMB,2014,119.0754552,45.2167434692383,3.0
1776,GMB,2013,99.43689212,44.5,3.0
1777,GMB,2012,84.68840952,42.6889152526856,3.0
1778,GMB,2011,80.23320467,41.4370193481445,3.0
1779,GMB,2010,87.36506064,40.197135925293,3.0
1780,GMB,2009,80.07477616,38.9722747802734,3.0
1781,GMB,2008,73.40781532,37.765438079834,3.0
1782,GMB,2007,52.00199335,36.5796241760254,3.5
1783,GMB,2006,27.11866567,35.4163360595703,3.5
1784,GMB,2005,17.13594478,30.4562675012354,3.5
1785,GMB,2004,12.51275407,33.1375961303711,
1786,GMB,2003,11.02500823,32.0100212097168,
1787,GMB,2002,7.625735026,30.8822250366211,
1788,GMB,2001,4.335711671,29.7481460571289,
1789,GMB,2000,0.454603018,34.3,
1790,GMB,1999,0.443944388,27.4368858337402,
1791,GMB,1998,0.434818561,26.2490978240967,
1792,GMB,1997,0.419617983,25.0398960113525,
1793,GMB,1996,0.282299391,23.8123397827148,
1794,GMB,1995,0.135243753,22.569486618042,
1795,GMB,1994,0.078315711,21.3143997192383,
1796,GMB,1993,0.045321205,17.7,
1797,GMB,1992,0.020822318,18.779748916626,
1798,GMB,1991,0.0,17.5063056945801,
1799,GMB,1990,0.0,16.2323532104492,
1800,GEO,2014,135.2780045,100.0,
1801,GEO,2013,123.4115193,99.8984985351563,3.5
1802,GEO,2012,114.3842118,100.0,3.5
1803,GEO,2011,106.2112707,99.6403350830078,3.5
1804,GEO,2010,94.01135866,99.4956359863281,3.5
1805,GEO,2009,66.16607148,99.3637313842774,3.5
1806,GEO,2008,63.47374988,99.2495574951172,3.5
1807,GEO,2007,59.21178171,99.1549224853516,3.5
1808,GEO,2006,38.38540033,99.0796051025391,3.5
1809,GEO,2005,26.17398191,97.9350541215654,3.5
1810,GEO,2004,18.54365743,98.9735412597656,
1811,GEO,2003,15.53202148,98.9321365356445,
1812,GEO,2002,10.88934199,99.9,
1813,GEO,2001,6.449412499,98.8426361083984,
1814,GEO,2000,4.124069606,98.7826919555664,
1815,GEO,1999,2.791499735,98.7058410644531,
1816,GEO,1998,1.243475381,98.609260559082,
1817,GEO,1997,0.614596923,98.4927673339844,
1818,GEO,1996,0.046506305,98.3582000732422,
1819,GEO,1995,0.002988012,98.208366394043,
1820,GEO,1994,0.0,98.0462951660156,
1821,GEO,1993,0.0,97.8796310424805,
1822,GEO,1992,0.0,97.6999664306641,
1823,GEO,1991,0.0,97.5172500610352,
1824,GEO,1990,0.0,97.3340148925781,
1825,DEU,2014,122.1381952,100.0,
1826,DEU,2013,123.0958333,100.0,
1827,DEU,2012,113.9808799,100.0,
1828,DEU,2011,112.3137649,100.0,
1829,DEU,2010,109.2777489,100.0,
1830,DEU,2009,129.6846864,100.0,
1831,DEU,2008,130.0651266,100.0,
1832,DEU,2007,118.3029902,100.0,
1833,DEU,2006,105.042469,100.0,
1834,DEU,2005,97.06110232,100.0,
1835,DEU,2004,87.280701,100.0,
1836,DEU,2003,79.32767834,100.0,
1837,DEU,2002,72.45024706,100.0,
1838,DEU,2001,68.83597997,100.0,
1839,DEU,2000,59.15244421,100.0,
1840,DEU,1999,28.77459027,100.0,
1841,DEU,1998,17.07132651,100.0,
1842,DEU,1997,10.15461792,100.0,
1843,DEU,1996,6.769308559,100.0,
1844,DEU,1995,4.585145625,,
1845,DEU,1994,3.077311214,100.0,
1846,DEU,1993,2.203646375,100.0,
1847,DEU,1992,1.214161974,100.0,
1848,DEU,1991,0.668955763,100.0,
1849,DEU,1990,0.344558605,100.0,
1850,GHA,2014,112.6034309,78.3,3.5
1851,GHA,2013,106.3774956,70.7,4.0
1852,GHA,2012,99.5545728,69.2865600585938,3.5
1853,GHA,2011,84.25290533,64.06256,3.5
1854,GHA,2010,71.13607628,65.0408096313477,3.5
