,ISO,Year,IT.CEL.SETS.P2,EG.ELC.ACCS.ZS,IQ.CPA.PROP.XQ
2722,LAO,1992,0.006441062,20.947582244873,
2723,LAO,1991,0.0,18.1253528594971,
2724,LAO,1990,0.0,15.3026142120361,
2725,LVA,2014,118.2466365,100.0,
2726,LVA,2013,125.3439854,100.0,
2727,LVA,2012,127.3183364,100.0,
2728,LVA,2011,110.3468446,100.0,
2729,LVA,2010,108.8374437,100.0,
2730,LVA,2009,107.3784709,100.0,
2731,LVA,2008,105.8349882,100.0,
2732,LVA,2007,100.8410211,100.0,
2733,LVA,2006,98.13380502,100.0,
2734,LVA,2005,83.10906432,100.0,
2735,LVA,2004,67.43351376,100.0,
2736,LVA,2003,52.89111036,100.0,
2737,LVA,2002,39.3225786,100.0,
2738,LVA,2001,27.8476027,100.0,
2739,LVA,2000,16.83072844,100.0,
2740,LVA,1999,11.39259745,100.0,
2741,LVA,1998,6.889807109,100.0,
2742,LVA,1997,3.142703181,100.0,
2743,LVA,1996,1.149738283,100.0,
2744,LVA,1995,0.598092943,100.0,
2745,LVA,1994,0.328822443,100.0,
2746,LVA,1993,0.147135694,100.0,
2747,LVA,1992,0.039194793,100.0,
2748,LVA,1991,0.0,100.0,
2749,LVA,1990,0.0,100.0,
2750,LBN,2014,78.29834995,100.0,
2751,LBN,2013,73.62930057,100.0,
2752,LBN,2012,76.38039917,99.9983062744141,
2753,LBN,2011,75.33506467,99.6840109542869,
2754,LBN,2010,66.02653684,99.9488067626953,
2755,LBN,2009,57.14147404,99.878303527832,
2756,LBN,2008,34.71135212,99.9,
2757,LBN,2007,30.83348791,99.9,
2758,LBN,2006,27.26979432,99.3838170909681,
2759,LBN,2005,24.9208398,99.569221496582,
2760,LBN,2004,22.89370629,99.9,
2761,LBN,2003,21.49041568,99.4841003417969,
2762,LBN,2002,22.00226692,99.4442291259766,
2763,LBN,2001,22.82101719,99.3980941772461,
2764,LBN,2000,22.96494431,99.3398971557617,
2765,LBN,1999,19.86285443,99.2647857666015,
2766,LBN,1998,16.22697339,99.1699523925781,
2767,LBN,1997,12.08987703,99.0552062988281,
2768,LBN,1996,6.447495246,98.9223937988281,
2769,LBN,1995,3.955964837,98.7743072509766,
2770,LBN,1994,0.0,98.6139831542969,
2771,LBN,1993,0.0,98.4444732666016,
2772,LBN,1992,0.0,98.2687530517578,
2773,LBN,1991,0.0,98.0894775390625,
2774,LBN,1990,0.0,97.9086990356445,
2775,LSO,2014,99.67396547,27.8,3.5
2776,LSO,2013,84.55313005,24.3071041107178,3.5
2777,LSO,2012,73.91713973,22.5065479278564,3.5
2778,LSO,2011,59.70227201,20.7150020599365,3.5
2779,LSO,2010,48.39124335,18.9354724884033,3.5
2780,LSO,2009,32.73559102,17.0,3.5
2781,LSO,2008,29.66183816,15.4244756698608,3.5
2782,LSO,2007,24.33830217,13.6990165710449,3.5
2783,LSO,2006,18.20826775,9.7,3.5
2784,LSO,2005,12.8125412,10.311107635498,3.5
2785,LSO,2004,10.14687691,6.8,
2786,LSO,2003,6.566404097,6.97081995010376,
2787,LSO,2002,7.251859842,5.3033766746521,
2788,LSO,2001,3.022341466,3.62964963912964,
2789,LSO,2000,1.155884388,4.25876010781671,
2790,LSO,1999,0.648463924,0.956824481487274,
2791,LSO,1998,0.536832345,0.301523357629776,
2792,LSO,1997,0.193321782,0.0616895519196987,
2793,LSO,1996,0.070610366,0.0135795697569847,
2794,LSO,1995,0.0,0.00999999977648258,
2795,LSO,1994,0.0,0.00999999977648258,
2796,LSO,1993,0.0,0.00999999977648258,
2797,LSO,1992,0.0,0.00999999977648258,
2798,LSO,1991,0.0,0.00999999977648258,
2799,LSO,1990,0.0,0.00999999977648258,
2800,LBR,2014,73.45595967,9.4,2.5
2801,LBR,2013,59.51007526,9.8,2.5
2802,LBR,2012,56.91412517,8.59968376159668,2.5
2803,LBR,2011,49.6450637,4.1,2.5
2804,LBR,2010,39.79884122,5.14613103866577,2.5
2805,LBR,2009,28.46790054,1.9,2.5
2806,LBR,2008,23.33138502,1.75265645980835,
2807,LBR,2007,16.02649866,3.0,
2808,LBR,2006,8.294236868,0.244776546955109,
2809,LBR,2005,4.906124376,0.044350128620863,
2810,LBR,2004,2.970960335,0.011186852119863,
2811,LBR,2003,1.516253759,0.00999999977648258,
2812,LBR,2002,0.163245956,0.00999999977648258,
2813,LBR,2001,0.066864318,0.00999999977648258,
2814,LBR,2000,0.052001683,0.00999999977648258,
2815,LBR,1999,0.0,0.00999999977648258,
2816,LBR,1998,0.0,0.00999999977648258,
2817,LBR,1997,0.0,0.00999999977648258,
2818,LBR,1996,0.0,0.00999999977648258,
2819,LBR,1995,0.0,0.00999999977648258,
2820,LBR,1994,0.0,0.00999999977648258,
2821,LBR,1993,0.0,0.00999999977648258,
2822,LBR,1992,0.0,0.00999999977648258,
2823,LBR,1991,0.0,0.00999999977648258,
2824,LBR,1990,0.0,0.00999999977648258,
2825,LBY,2014,136.9589311,98.5213012695313,
2826,LBY,2013,165.1928592,98.516845703125,
2827,LBY,2012,154.6724902,98.5183944702148,
2828,LBY,2011,161.4595687,98.5289535522461,
2829,LBY,2010,176.6858914,98.5515365600586,
2830,LBY,2009,155.7590009,98.5891265869141,
2831,LBY,2008,121.9068216,98.6447525024414,
2832,LBY,2007,75.37231411,98.7213973999024,
2833,LBY,2006,66.77897486,98.8205642700195,
2834,LBY,2005,34.52628555,98.9377059936523,
2835,LBY,2004,8.764612142,99.0667419433594,
2836,LBY,2003,2.26141534,99.2016296386719,
2837,LBY,2002,1.26639186,99.336296081543,
2838,LBY,2001,0.919022028,99.4646759033203,
2839,LBY,2000,0.746860711,99.8,
2840,LBY,1999,0.568810634,99.6783294677734,
2841,LBY,1998,0.384948365,99.7529983520508,
2842,LBY,1997,0.195416735,99.8062591552734,
2843,LBY,1996,0.0,99.8411636352539,
2844,LBY,1995,0.0,99.8607635498047,
2845,LBY,1994,0.0,99.8681411743164,
2846,LBY,1993,0.0,99.8663330078125,
2847,LBY,1992,0.0,99.8584060668945,
2848,LBY,1991,0.0,99.8474197387695,
2849,LBY,1990,0.0,99.8359298706055,
2850,LIE,2014,109.494438,100.0,
2851,LIE,2013,104.3248086,100.0,
2852,LIE,2012,98.72759611,100.0,
2853,LIE,2011,101.9468343,100.0,
2854,LIE,2010,98.6028942,100.0,
2855,LIE,2009,97.85830118,100.0,
2856,LIE,2008,95.66416252,100.0,
2857,LIE,2007,90.6319008,100.0,
2858,LIE,2006,81.93474854,100.0,
2859,LIE,2005,78.91369218,100.0,
2860,LIE,2004,73.70794311,100.0,
2861,LIE,2003,72.84170042,100.0,
2862,LIE,2002,33.51754953,100.0,
2863,LIE,2001,32.6690624,100.0,
2864,LIE,2000,30.04266058,100.0,
2865,LIE,1999,27.40393399,100.0,
2866,LIE,1998,23.18034307,100.0,
2867,LIE,1997,,100.0,
2868,LIE,1996,,100.0,
2869,LIE,1995,,100.0,
2870,LIE,1994,,100.0,
2871,LIE,1993,,100.0,
2872,LIE,1992,,100.0,
2873,LIE,1991,,100.0,
2874,LIE,1990,0.0,100.0,
2875,LTU,2014,144.0855466,100.0,
2876,LTU,2013,152.3345747,100.0,
2877,LTU,2012,164.5327708,100.0,
2878,LTU,2011,160.3308699,100.0,
2879,LTU,2010,156.5713011,100.0,
2880,LTU,2009,156.5748183,100.0,
2881,LTU,2008,156.2432593,100.0,
2882,LTU,2007,150.6730027,100.0,
2883,LTU,2006,142.8173387,100.0,
2884,LTU,2005,130.1770022,100.0,
2885,LTU,2004,90.24115692,100.0,
2886,LTU,2003,61.56972099,100.0,
2887,LTU,2002,47.77026168,100.0,
2888,LTU,2001,29.30659886,100.0,
2889,LTU,2000,14.96358338,100.0,
2890,LTU,1999,9.407289743,100.0,
2891,LTU,1998,7.527566479,100.0,
2892,LTU,1997,4.618475803,100.0,
2893,LTU,1996,1.414445251,100.0,
2894,LTU,1995,0.407957642,100.0,
2895,LTU,1994,0.123645775,100.0,
2896,LTU,1993,0.033835997,100.0,
2897,LTU,1992,0.0072395,100.0,
2898,LTU,1991,0.0,100.0,
2899,LTU,1990,0.0,100.0,
2900,LUX,2014,144.2345717,100.0,
2901,LUX,2013,144.7293201,100.0,
2902,LUX,2012,143.0001108,100.0,
2903,LUX,2011,147.1268856,100.0,
2904,LUX,2010,143.1415132,100.0,
2905,LUX,2009,145.079683,100.0,
2906,LUX,2008,145.7416436,100.0,
2907,LUX,2007,144.189652,100.0,
2908,LUX,2006,153.1508697,100.0,
2909,LUX,2005,111.3921396,100.0,
2910,LUX,2004,104.0239565,100.0,
2911,LUX,2003,120.4948561,100.0,
2912,LUX,2002,106.5973146,100.0,
2913,LUX,2001,92.92727364,100.0,
2914,LUX,2000,69.54182842,100.0,
2915,LUX,1999,48.50647634,100.0,
2916,LUX,1998,30.64581655,100.0,
2917,LUX,1997,16.00289542,100.0,
2918,LUX,1996,10.86959147,100.0,
2919,LUX,1995,6.575539815,100.0,
2920,LUX,1994,3.204260088,100.0,
2921,LUX,1993,1.280713692,100.0,
2922,LUX,1992,0.286156661,100.0,
2923,LUX,1991,0.294808879,100.0,
2924,LUX,1990,0.215824888,100.0,
2925,MAC,2014,315.304502,100.0,
2926,MAC,2013,299.0834275,100.0,
2927,MAC,2012,286.820993,100.0,
2928,MAC,2011,246.2864849,100.0,
2929,MAC,2010,208.999216,100.0,
2930,MAC,2009,197.4784557,100.0,
2931,MAC,2008,181.3161517,100.0,
2932,MAC,2007,157.6591382,100.0,
2933,MAC,2006,128.992743,100.0,
2934,MAC,2005,110.4026658,100.0,
2935,MAC,2004,91.72706505,100.0,
2936,MAC,2003,79.1118925,100.0,
2937,MAC,2002,61.5149166,100.0,
2938,MAC,2001,44.39247536,100.0,
2939,MAC,2000,32.95769185,100.0,
2940,MAC,1999,28.21306055,100.0,
2941,MAC,1998,20.03577032,100.0,
2942,MAC,1997,13.1597952,100.0,
2943,MAC,1996,11.38001916,100.0,
2944,MAC,1995,9.303163713,100.0,
2945,MAC,1994,5.673880834,100.0,
2946,MAC,1993,4.086729941,,
2947,MAC,1992,2.900465984,,
2948,MAC,1991,1.370122455,,
2949,MAC,1990,0.648959833,,
2950,MDG,2014,41.17831685,18.5967807769775,2.5
2951,MDG,2013,36.84972867,12.9,2.5
2952,MDG,2012,39.28387588,17.7322368621826,2.5
2953,MDG,2011,39.92270217,14.3,3.0
2954,MDG,2010,36.45921073,16.9037399291992,3.0
2955,MDG,2009,30.54967201,17.4,3.5
2956,MDG,2008,24.18046406,16.1353225708008,3.5
2957,MDG,2007,11.41127113,15.7811517715454,3.5
2958,MDG,2006,5.539582383,15.4495029449463,3.5
2959,MDG,2005,2.782770794,15.1358213424683,3.5
2960,MDG,2004,1.875459508,14.8340463638306,
2961,MDG,2003,1.641667256,20.3,
2962,MDG,2002,0.972316507,14.2419586181641,
2963,MDG,2001,0.907082079,14.8,
2964,MDG,2000,0.400169825,13.6247367858887,
2965,MDG,1999,0.23394046,13.291543006897,
2966,MDG,1998,0.086327101,12.935396194458,
2967,MDG,1997,0.028575702,10.9,
2968,MDG,1996,0.016543563,12.1619205474854,
2969,MDG,1995,0.009647209,11.7507095336914,
2970,MDG,1994,0.00229594,11.327262878418,
2971,MDG,1993,0.0,10.8946380615234,
2972,MDG,1992,0.0,9.2,
2973,MDG,1991,0.0,10.0140933990479,
2974,MDG,1990,0.0,9.57178211212158,
2975,MWI,2014,32.99881339,11.9,3.5
2976,MWI,2013,31.91166731,9.0,3.5
2977,MWI,2012,28.86752783,7.4,3.5
2978,MWI,2011,25.28582411,7.6,3.5
2979,MWI,2010,20.55346789,8.7,3.5
2980,MWI,2009,16.8923767,7.80158472061157,3.5
2981,MWI,2008,10.56449638,7.43995952606201,3.5
2982,MWI,2007,7.592329699,7.09936189651489,3.5
2983,MWI,2006,4.617997623,3.65322733295476,3.5
2984,MWI,2005,3.229849189,6.48117589950562,3.5
2985,MWI,2004,1.752400868,6.9,
2986,MWI,2003,1.095221108,6.2,
2987,MWI,2002,0.716239969,5.62802982330322,
2988,MWI,2001,0.476493269,5.33916425704956,
2989,MWI,2000,0.430724852,4.8,
2990,MWI,1999,0.203723965,4.71833038330078,
2991,MWI,1998,0.098087353,4.37575578689575,
2992,MWI,1997,0.067425285,4.01176738739014,
2993,MWI,1996,0.036598192,3.62942457199097,
2994,MWI,1995,0.003855047,3.23178601264954,
2995,MWI,1994,0.0,2.82191109657288,
2996,MWI,1993,0.0,2.40285897254944,
2997,MWI,1992,0.0,3.2,
2998,MWI,1991,0.0,1.54945909976959,
2999,MWI,1990,0.0,1.12071967124939,
3000,MYS,2014,148.6323102,99.9851226806641,
3001,MYS,2013,144.7652053,99.9291381835938,
3002,MYS,2012,141.6662804,99.8,
3003,MYS,2011,128.0291117,99.5673446655273,
3004,MYS,2010,120.4409218,99.2892303466797,
3005,MYS,2009,109.1960941,99.3,
3006,MYS,2008,102.2202407,98.729248046875,
3007,MYS,2007,87.68548003,98.4757995605469,
3008,MYS,2006,74.44937695,98.2416687011719,
3009,MYS,2005,76.1709367,98.0240097045898,
3010,MYS,2004,58.03979001,97.813591003418,
3011,MYS,2003,45.05704492,97.6179275512695,
3012,MYS,2002,37.41092899,97.4220352172852,
3013,MYS,2001,31.16177468,97.2198638916015,
3014,MYS,2000,22.09020354,97.0053405761719,
3015,MYS,1999,13.19722041,96.7724151611328,
3016,MYS,1998,9.948690083,96.5165328979492,
3017,MYS,1997,9.274147271,96.2392349243164,
3018,MYS,1996,7.231588197,95.9435882568359,
3019,MYS,1995,4.903814219,95.6326446533203,
3020,MYS,1994,2.860474469,95.3094635009765,
3021,MYS,1993,1.744152734,94.9771041870117,
3022,MYS,1992,1.054940891,94.6386260986328,
3023,MYS,1991,0.701585702,94.2970886230469,
3024,MYS,1990,0.480199903,93.9550399780273,
3025,MDV,2014,163.0919517,100.0,3.0
3026,MDV,2013,157.3139707,99.7115173339844,3.0
3027,MDV,2012,145.1430983,99.1618041992188,3.5
3028,MDV,2011,141.4036697,98.2543029785156,3.5
3029,MDV,2010,135.6203242,97.1183242797852,3.5
3030,MDV,2009,129.1308064,99.9,4.0
3031,MDV,2008,126.2489349,94.6800842285156,4.0
3032,MDV,2007,93.29574196,93.4910049438476,4.0
3033,MDV,2006,82.79688793,92.3244400024414,4.0
3034,MDV,2005,63.86355368,91.1758499145508,4.0
3035,MDV,2004,36.48118857,90.0391616821289,
3036,MDV,2003,21.99338868,88.908317565918,
3037,MDV,2002,14.23485005,87.7772521972656,
3038,MDV,2001,6.582655987,86.6399002075195,
3039,MDV,2000,2.724121205,83.8,
3040,MDV,1999,1.066000204,84.3220977783203,
3041,MDV,1998,0.59656917,83.1310424804688,
3042,MDV,1997,0.488127897,81.918571472168,
3043,MDV,1996,0.007712271,80.687744140625,
3044,MDV,1995,0.0,79.4416198730469,
3045,MDV,1994,0.0,78.1832656860352,
3046,MDV,1993,0.0,76.9157257080078,
3047,MDV,1992,0.0,75.6420745849609,
3048,MDV,1991,0.0,74.365364074707,
3049,MDV,1990,0.0,73.0881423950195,
3050,MLI,2014,138.5708448,31.8254013061523,2.5
3051,MLI,2013,119.8542853,30.2066078186035,2.5
3052,MLI,2012,91.29216133,25.6,2.5
3053,MLI,2011,69.63475748,26.9900455474853,3.0
3054,MLI,2010,49.35549617,25.398286819458,3.5
3055,MLI,2009,30.53786587,24.0308958348372,3.5
3056,MLI,2008,24.32108832,22.2628307342529,3.5
3057,MLI,2007,18.50660951,20.7251415252686,3.5
3058,MLI,2006,11.43827534,16.6,3.5
3059,MLI,2005,5.953590984,17.7127742767334,3.5
3060,MLI,2004,3.283280231,16.2274799346924,
3061,MLI,2003,2.059311654,14.7480278015137,
3062,MLI,2002,0.39500198,13.2683544158936,
3063,MLI,2001,0.212489611,10.8,
3064,MLI,2000,0.094805743,10.2840948104858,
3065,MLI,1999,0.059894654,8.76738166809082,
3066,MLI,1998,0.043089019,7.22771644592285,
3067,MLI,1997,0.028099403,5.66663694381714,
3068,MLI,1996,0.012042436,6.2,
3069,MLI,1995,0.0,2.4924738407135,
3070,MLI,1994,0.0,0.885507881641388,
3071,MLI,1993,0.0,0.511635363101959,
3072,MLI,1992,0.0,0.130867511034012,
3073,MLI,1991,0.0,0.0236798115074635,
3074,MLI,1990,0.0,0.00999999977648258,
3075,MLT,2014,128.3523275,100.0,
3076,MLT,2013,131.5197308,100.0,
3077,MLT,2012,126.4833444,100.0,
3078,MLT,2011,124.710601,100.0,
3079,MLT,2010,109.4852323,100.0,
3080,MLT,2009,101.9413349,100.0,
3081,MLT,2008,93.57189999,100.0,
3082,MLT,2007,89.81439058,100.0,
3083,MLT,2006,84.87577191,100.0,
3084,MLT,2005,79.64364643,100.0,
3085,MLT,2004,75.5707926,100.0,
3086,MLT,2003,71.92065693,100.0,
3087,MLT,2002,68.99001503,100.0,
3088,MLT,2001,59.98070925,100.0,
3089,MLT,2000,28.85133159,100.0,
3090,MLT,1999,9.532890644,100.0,
3091,MLT,1998,5.768231333,100.0,
3092,MLT,1997,4.569145419,100.0,
3093,MLT,1996,3.257668552,100.0,
3094,MLT,1995,2.837459408,100.0,
3095,MLT,1994,1.98935826,100.0,
3096,MLT,1993,1.417931212,100.0,
3097,MLT,1992,0.944307445,100.0,
3098,MLT,1991,0.620360898,100.0,
3099,MLT,1990,0.0,100.0,
3100,MHL,2014,29.30167492,89.8922119140625,3.5
3101,MHL,2013,,88.2725448608399,3.5
3102,MHL,2012,,86.6588897705078,3.5
3103,MHL,2011,,89.919606785433,3.5
3104,MHL,2010,,83.4616165161133,
3105,MHL,2009,,81.8840103149414,
3106,MHL,2008,,80.3244247436523,
3107,MHL,2007,,72.3,
3108,MHL,2006,,77.2698287963867,
3109,MHL,2005,1.267889732,75.7717590332031,
3110,MHL,2004,1.236701617,74.2855987548828,
3111,MHL,2003,1.147440325,72.8052749633789,
3112,MHL,2002,1.058322788,71.3247375488281,
3113,MHL,2001,0.937086791,69.8379135131836,
3114,MHL,2000,0.856994958,68.338737487793,
3115,MHL,1999,0.850630772,68.5242358752702,
3116,MHL,1998,0.664419836,65.2806243896484,
3117,MHL,1997,0.901493461,63.7186737060547,
3118,MHL,1996,0.710102916,62.138370513916,
3119,MHL,1995,0.517494854,60.5427742004395,
3120,MHL,1994,0.553633218,58.9349403381348,
3121,MHL,1993,0.0,57.317928314209,
3122,MHL,1992,0.0,55.6947975158691,
3123,MHL,1991,0.0,54.0686073303223,
3124,MHL,1990,0.0,52.4419097900391,
3125,MRT,2014,92.35737908,38.8,3.0
3126,MRT,2013,101.0649567,37.1247100830078,3.0
3127,MRT,2012,105.0973059,35.6237564086914,3.0
3128,MRT,2011,89.16243821,34.1318130493164,3.0
3129,MRT,2010,76.90862805,32.6518821716309,3.0
3130,MRT,2009,62.23815614,31.186975479126,3.0
3131,MRT,2008,61.39301038,30.0,3.0
3132,MRT,2007,42.6836701,33.0405405405405,3.0
3133,MRT,2006,32.9163682,26.9108982086182,3.0
3134,MRT,2005,23.81608703,18.2,3.0
3135,MRT,2004,17.16826776,24.1520690917969,
3136,MRT,2003,11.86811344,22.7844486236572,
3137,MRT,2002,8.604886212,21.4166069030762,
3138,MRT,2001,3.958213069,22.2,
3139,MRT,2000,0.564709217,18.6560115814209,
3140,MRT,1999,0.0,17.2511291503906,
3141,MRT,1998,0.0,15.823296546936,
3142,MRT,1997,0.0,14.3740491867065,
3143,MRT,1996,0.0,12.9064464569092,
3144,MRT,1995,0.0,11.4235486984253,
3145,MRT,1994,0.0,9.92841529846191,
3146,MRT,1993,0.0,8.42410373687744,
3147,MRT,1992,0.0,6.91367387771606,
3148,MRT,1991,0.0,5.40018510818481,
3149,MRT,1990,0.0,3.88618683815002,
3150,MUS,2014,131.4011322,98.7012405395508,
3151,MUS,2013,122.1709724,98.6642227172852,
3152,MUS,2012,118.5443097,98.6332092285156,
3153,MUS,2011,103.443342,99.4,
3154,MUS,2010,95.4281204,98.6012268066406,
3155,MUS,2009,87.35747863,98.6062622070313,
3156,MUS,2008,83.37818417,98.6293258666992,
3157,MUS,2007,75.25842626,98.6734085083008,
3158,MUS,2006,62.89359644,98.7400207519531,
3159,MUS,2005,53.75011354,98.8246002197266,
3160,MUS,2004,45.05678729,98.9210815429688,
3161,MUS,2003,38.24708807,99.0233993530273,
3162,MUS,2002,28.91733482,99.4,
3163,MUS,2001,22.81699649,99.2213287353516,
3164,MUS,2000,15.18801497,99.0,
3165,MUS,1999,8.686735161,99.3698654174805,
3166,MUS,1998,5.18740941,99.4119720458984,
3167,MUS,1997,3.683695219,99.4326705932617,
3168,MUS,1996,1.825214458,99.4350128173828,
3169,MUS,1995,1.039716552,99.4220581054688,
3170,MUS,1994,0.512145275,99.3968658447266,
3171,MUS,1993,0.367470362,99.3625030517578,
3172,MUS,1992,0.268893658,99.3220138549805,
3173,MUS,1991,0.233986217,99.2784729003906,
3174,MUS,1990,0.208359378,99.2344207763672,
3175,MEX,2014,84.48477479,99.172928,
3176,MEX,2013,87.11513352,99.7487335205078,
3177,MEX,2012,83.36393226,99.111637,
3178,MEX,2011,79.42164707,99.2483596801758,
3179,MEX,2010,77.89321334,99.236696,
3180,MEX,2009,72.02580822,98.7166137695313,
3181,MEX,2008,66.25221758,98.914037,
3182,MEX,2007,59.51505426,98.2528305053711,
3183,MEX,2006,50.31725357,99.11416,
3184,MEX,2005,43.44775328,98.932728,
3185,MEX,2004,35.93712368,98.597701,
3186,MEX,2003,28.4906957,97.5202484130859,
3187,MEX,2002,24.84606865,97.897085,
3188,MEX,2001,21.11009794,97.1848373413086,
3189,MEX,2000,13.83987933,98.007132,
3190,MEX,1999,7.708464973,96.8000335693359,
3191,MEX,1998,3.389420816,96.092755,
3192,MEX,1997,1.789456087,96.3295059204102,
3193,MEX,1996,1.06795612,96.093624,
3194,MEX,1995,0.732105653,95.7855529785156,
3195,MEX,1994,0.616411757,95.238294,
3196,MEX,1993,0.42619213,95.1926574707031,
3197,MEX,1992,0.351967745,93.145981,
3198,MEX,1991,0.184788338,94.5752944946289,
3199,MEX,1990,0.074891743,94.2645721435547,
3200,FSM,2014,,71.6737976074219,3.0
3201,FSM,2013,30.27231876,69.7963562011719,3.0
3202,FSM,2012,30.15661382,67.924934387207,3.0
3203,FSM,2011,26.67491398,66.0625152587891,3.0
3204,FSM,2010,26.55767449,64.5315202481064,
3205,FSM,2009,26.45248172,62.3767395019531,
3206,FSM,2008,26.32133081,60.559383392334,
3207,FSM,2007,26.11012771,58.763053894043,
3208,FSM,2006,17.61477613,56.9892425537109,
3209,FSM,2005,13.27168632,55.2334060668945,
3210,FSM,2004,11.99320679,53.4894714355469,
3211,FSM,2003,5.494495207,51.7513771057129,
3212,FSM,2002,0.093472795,50.0130653381348,
3213,FSM,2001,0.0,48.2684669494629,
3214,FSM,2000,0.0,46.0,
3215,FSM,1999,0.0,44.7361717224121,
3216,FSM,1998,0.0,42.9378662109375,
3217,FSM,1997,0.0,41.1181449890137,
3218,FSM,1996,0.0,39.2800712585449,
3219,FSM,1995,0.0,37.4267044067383,
3220,FSM,1994,0.0,35.5610961914063,
3221,FSM,1993,0.0,33.6863136291504,
3222,FSM,1992,0.0,31.8054122924805,
3223,FSM,1991,0.0,29.9214515686035,
3224,FSM,1990,0.0,28.0369815826416,
3225,MDA,2014,91.84719968,100.0,3.5
3226,MDA,2013,90.78749223,100.0,3.5
3227,MDA,2012,87.98586937,100.0,3.5
3228,MDA,2011,78.90533795,99.9986038208008,3.5
3229,MDA,2010,62.44592642,99.9860610961914,3.5
3230,MDA,2009,52.1579135,99.9363021850586,3.5
3231,MDA,2008,58.9432413,99.8194274902344,3.5
3232,MDA,2007,45.60402204,99.6332931518555,3.5
3233,MDA,2006,32.76816584,99.4096374511719,3.5
3234,MDA,2005,26.21161368,98.6,3.5
3235,MDA,2004,18.88949454,99.1,
3236,MDA,2003,11.40897382,98.7500762939453,
3237,MDA,2002,8.098063121,99.0,
3238,MDA,2001,5.375695406,98.3171081542969,
3239,MDA,2000,3.30866592,98.0854339599609,
3240,MDA,1999,0.426108824,97.8530654907227,
3241,MDA,1998,0.164578711,97.5842666625977,
3242,MDA,1997,0.051342717,97.2940521240234,
3243,MDA,1996,0.021322456,96.9854888916016,
3244,MDA,1995,0.000322649,96.6616287231445,
3245,MDA,1994,0.0,96.3255233764648,
3246,MDA,1993,0.0,95.9802474975586,
3247,MDA,1992,0.0,95.6288528442383,
3248,MDA,1991,0.0,95.2743988037109,
3249,MDA,1990,0.0,94.91943359375,
3250,MCO,2014,88.31165425,100.0,
3251,MCO,2013,93.3975929,100.0,
3252,MCO,2012,87.85697271,100.0,
3253,MCO,2011,84.77744886,100.0,
3254,MCO,2010,63.12072033,100.0,
3255,MCO,2009,62.95505556,100.0,
3256,MCO,2008,61.36167127,100.0,
3257,MCO,2007,58.10144969,100.0,
3258,MCO,2006,53.20564985,100.0,
3259,MCO,2005,50.87148226,100.0,
3260,MCO,2004,47.2774209,100.0,
3261,MCO,2003,45.79297361,100.0,
3262,MCO,2002,45.58521561,100.0,
3263,MCO,2001,44.19653894,100.0,
3264,MCO,2000,43.41063525,100.0,
3265,MCO,1999,41.13207547,100.0,
3266,MCO,1998,36.39881991,100.0,
3267,MCO,1997,23.03926274,100.0,
3268,MCO,1996,17.43791778,100.0,
3269,MCO,1995,9.791143984,100.0,
3270,MCO,1994,8.410293489,100.0,
3271,MCO,1993,3.815780742,100.0,
3272,MCO,1992,0.0,100.0,
3273,MCO,1991,0.0,100.0,
3274,MCO,1990,0.0,100.0,
3275,MNG,2014,103.5345648,80.6087341308594,3.0
3276,MNG,2013,100.2954578,81.2,3.0
3277,MNG,2012,119.9336869,79.454948425293,3.0
3278,MNG,2011,106.5470198,72.0570749108204,3.5
3279,MNG,2010,92.54677161,78.502080443828,3.0
3280,MNG,2009,84.28708435,77.7993698120117,3.0
3281,MNG,2008,67.08866491,77.2795486450195,3.0
3282,MNG,2007,46.09317544,76.78076171875,3.0
3283,MNG,2006,30.2930557,76.3044891357422,3.0
3284,MNG,2005,22.05497367,86.2,3.0
3285,MNG,2004,17.16955726,75.399787902832,
3286,MNG,2003,12.91871415,76.3,
3287,MNG,2002,8.839203833,74.5184631347656,
3288,MNG,2001,8.058597159,74.071403503418,
3289,MNG,2000,6.448555874,67.3,
3290,MNG,1999,1.454530457,73.1341857910156,
3291,MNG,1998,0.383428356,72.633415222168,
3292,MNG,1997,0.085627618,72.1112365722656,
3293,MNG,1996,0.038850592,71.5707015991211,
3294,MNG,1995,0.0,71.0148696899414,
3295,MNG,1994,0.0,70.4468002319336,
3296,MNG,1993,0.0,69.8695602416992,
3297,MNG,1992,0.0,69.2861938476563,
3298,MNG,1991,0.0,68.6997756958008,
3299,MNG,1990,0.0,68.1128387451172,
3300,MNE,2014,161.4366694,99.9922637939453,
3301,MNE,2013,158.493304,99.7,
3302,MNE,2012,158.1882418,99.9105987548828,
3303,MNE,2011,185.3197456,99.8258209228516,
3304,MNE,2010,187.4144021,99.7299346923828,
3305,MNE,2009,207.7808211,99.6411209106445,
3306,MNE,2008,186.4170443,99.5688781738281,
3307,MNE,2007,145.2822026,99.5162658691406,
3308,MNE,2006,104.1838234,99.4833221435547,
3309,MNE,2005,88.12955476,99.830220713073,
3310,MNE,2004,78.64259646,99.4619369506836,
3311,MNE,2003,,99.4610595703125,
3312,MNE,2002,,99.4600067138672,
3313,MNE,2001,,99.4541625976563,
3314,MNE,2000,,99.4369812011719,
3315,MNE,1999,,99.4024963378906,
3316,MNE,1998,,99.3479309082031,
3317,MNE,1997,,99.2733764648438,
3318,MNE,1996,,99.1807403564453,
3319,MNE,1995,,99.0728454589844,
3320,MNE,1994,,98.9527053833008,
3321,MNE,1993,,98.8233795166016,
