Country/Region/World,ISO,Sex,Year,Mean BMI,Mean BMI lower 95% uncertainty interval,Mean BMI upper 95% uncertainty interval,Prevalence of BMI>=30 kg/m� (obesity),Prevalence of BMI>=30 kg/m� lower 95% uncertainty interval,Prevalence of BMI>=30 kg/m� upper 95% uncertainty interval,Prevalence of BMI>=35 kg/m� (severe obesity),Prevalence of BMI>=35 kg/m� lower 95% uncertainty interval,Prevalence of BMI>=35 kg/m� upper 95% uncertainty interval,Prevalence of BMI<18.5 kg/m� (underweight),Prevalence of BMI<18.5 kg/m� lower 95% uncertainty interval,Prevalence of BMI<18.5 kg/m� upper 95% uncertainty interval,Prevalence of BMI 18.5 kg/m� to <20 kg/m�,Prevalence of BMI 18.5 kg/m� to <20 kg/m� lower 95% uncertainty interval,Prevalence of BMI 18.5 kg/m� to <20 kg/m� upper 95% uncertainty interval,Prevalence of BMI 20 kg/m� to <25 kg/m�,Prevalence of BMI 20 kg/m� to <25 kg/m� lower 95% uncertainty interval,Prevalence of BMI 20 kg/m� to <25 kg/m� upper 95% uncertainty interval,Prevalence of BMI 25 kg/m� to <30 kg/m�,Prevalence of BMI 25 kg/m� to <30 kg/m� lower 95% uncertainty interval,Prevalence of BMI 25 kg/m� to <30 kg/m� upper 95% uncertainty interval,Prevalence of BMI 30 kg/m� to <35 kg/m�,Prevalence of BMI 30 kg/m� to <35 kg/m� lower 95% uncertainty interval,Prevalence of BMI 30 kg/m� to <35 kg/m� upper 95% uncertainty interval,Prevalence of BMI 35 kg/m� to <40 kg/m�,Prevalence of BMI 35 kg/m� to <40 kg/m� lower 95% uncertainty interval,Prevalence of BMI 35 kg/m� to <40 kg/m� upper 95% uncertainty interval,Prevalence of BMI >=40 kg/m�(morbid obesity),Prevalence of BMI >=40 kg/m� lower 95% uncertainty interval,Prevalence of BMI >=40 kg/m� upper 95% uncertainty interval
High-income Asia Pacific,NA,Men,1989,22.590159618049,22.4080229983611,22.7780874442158,0.0119100936174489,0.00880430488211225,0.0155500797859964,0.000213718922004936,0.000118542818870648,0.000354985279927025,0.0640083721323549,0.0525692595369677,0.0766598374852894,0.129518421285103,0.111138212720893,0.149182998123023,0.607608630336286,0.580133975341487,0.63459379523679,0.186954482728807,0.165247709459017,0.2088421736694,0.011696374695444,0.00861031039913286,0.0153578595858802,0.000209132220327772,0.000114277040642072,0.00035153333262539,4.58670167716409e-06,1.41398040315799e-06,1.06395864030389e-05
High-income Asia Pacific,NA,Men,1990,22.6505053664823,22.4734742917242,22.833476643836,0.0125601860970067,0.00934410373264668,0.0163385305732601,0.000239793691182365,0.000135954358342891,0.000393101829695431,0.0626213934718302,0.0516120037869421,0.0748457442430378,0.126919854724016,0.109091117072094,0.145861805492536,0.607151808641947,0.580351451245253,0.633696882538868,0.1907467571652,0.169216832214608,0.2121397324545,0.0123203924058243,0.00908873685030298,0.0161101574602699,0.000234379631121554,0.000130620808101724,0.000388011346164084,5.41406006081101e-06,1.74283441860701e-06,1.23277709054922e-05
High-income Asia Pacific,NA,Men,1991,22.7095948787669,22.5370274601057,22.886541169234,0.013243060917546,0.00985272120143938,0.0171512402137813,0.000268731877669138,0.00015496379414908,0.000436308579107078,0.0612693076792964,0.0505346054874971,0.0732177265932862,0.124381064057665,0.106983764303174,0.142845334534198,0.606579855434965,0.579946516753339,0.632495960157367,0.194526712010528,0.17327312400228,0.215958229893104,0.0129743290398768,0.00960086134153275,0.0169081149806547,0.000262349131295096,0.000147890004558295,0.000431003600290601,6.38274637404184e-06,2.14298032808957e-06,1.41174630991822e-05
High-income Asia Pacific,NA,Men,1992,22.7670143694941,22.5972231679319,22.9419853558198,0.0139590714433941,0.0104335297395184,0.0180221069751489,0.000300750777880668,0.000175589297616781,0.000481393331965519,0.059955162935649,0.0495994242531928,0.0712504078380973,0.121904264362287,0.104856653445658,0.139998518512591,0.605896660501221,0.579449026140987,0.63147187774822,0.198284840857449,0.17689487221167,0.21958845794284,0.0136583206655135,0.0101546492857948,0.0177328728414865,0.000293238803421124,0.000168542995828981,0.000475011190165063,7.51197445954403e-06,2.64721928247652e-06,1.63786536575028e-05
High-income Asia Pacific,NA,Men,1993,22.8226201775198,22.6577461743011,22.9942685927215,0.0147089191912704,0.011067646201638,0.01892533736672,0.000336037560268043,0.000200964279889897,0.000530551690524693,0.0586801453740597,0.0486371602952394,0.0698227923389291,0.119474207494216,0.102742301541496,0.137165709032245,0.605111452056872,0.579322081563844,0.630330694688917,0.202025275983582,0.180446546826394,0.223283107299329,0.0143728816310023,0.0107237413824737,0.0185886317102281,0.000327217519180331,0.000192615981594354,0.000521051061796657,8.82004108771189e-06,3.21264230545433e-06,1.88584941291053e-05
High-income Asia Pacific,NA,Men,1994,22.8766541237533,22.7119258111267,23.0421361321699,0.0154933302840328,0.0117112170576019,0.0198613534291844,0.000374806521122094,0.000228633820251982,0.000585600809001527,0.0574376570301516,0.047639919034315,0.0682291511156788,0.117096380032018,0.100781158363265,0.134502926285962,0.604237900869066,0.578800611387617,0.629077379479759,0.205734731884732,0.184150759878988,0.22663403688777,0.0151185237629107,0.0113586432622113,0.0195192514358295,0.000364475412296042,0.000218277165440921,0.000573737234893019,1.03311088260519e-05,3.92352263962571e-06,2.18740969067053e-05
High-income Asia Pacific,NA,Men,1995,22.9298589097647,22.7681171271419,23.0911449522665,0.0163127640364074,0.0124121544961867,0.0208347706329681,0.000417312412325333,0.00025827078353091,0.000643289970736697,0.0562201868217518,0.0466947435190292,0.0668267113036905,0.114782590935315,0.098823353888735,0.131578056156299,0.603267021211324,0.5781448031545,0.627607362700951,0.209417437095201,0.187818813029709,0.230199685789158,0.015895451624082,0.0119878196006397,0.0204386216563444,0.000405234601308756,0.000245805849545021,0.000630385204354241,1.20778110165772e-05,4.71486334596004e-06,2.53321121527493e-05
High-income Asia Pacific,NA,Men,1996,22.9816397605655,22.8206313430795,23.1443900154369,0.0171571455941047,0.0131684883061945,0.0218287509447355,0.000463229341011267,0.000289557904872365,0.000710751377041176,0.0550458281873899,0.0457869371146128,0.0654891650953574,0.112550278122498,0.0967558751980525,0.129026602737358,0.602226937241879,0.577315254898411,0.626233493950367,0.213019810954129,0.191400814779552,0.233976313683168,0.0166939162530934,0.0126727921180144,0.0214054694618049,0.000449166038096061,0.000275803276227487,0.000695075474438848,1.40633029152063e-05,5.63814994389978e-06,2.90578006897056e-05
High-income Asia Pacific,NA,Men,1997,23.0322047650996,22.8729390120095,23.1910507994523,0.0180285239572232,0.0138749958807876,0.0228575088360524,0.000512890870817808,0.000325602667383924,0.00078268543745015,0.0539123566644334,0.0448087908050751,0.0642116649786447,0.110397152070176,0.0948793021801327,0.126598237623714,0.601125895063385,0.576229937885752,0.624931327219385,0.216536072344782,0.194831794962057,0.237713801548468,0.0175156330864054,0.0133595786895396,0.0223487925867402,0.000496573377407215,0.0003092885960202,0.000764147286566873,1.63174934105935e-05,6.72134427495385e-06,3.3081302551504e-05
High-income Asia Pacific,NA,Men,1998,23.0824713539104,22.9246036490947,23.2411979649546,0.0189261615514206,0.0146845967797401,0.023830333540494,0.000566584061276797,0.000363061460739101,0.000860318083056083,0.0528184586547141,0.0438108236942982,0.0628713414700231,0.108318716380788,0.0929621180729776,0.124055359752837,0.599955465311794,0.575286394349483,0.623637031051404,0.219981198201284,0.198177390566246,0.241587105489554,0.0183595774901438,0.0140883283946412,0.0232880724369697,0.000547713657693453,0.000343520665282316,0.000840108685928675,1.88704035833436e-05,7.99814101441318e-06,3.74291765146248e-05
High-income Asia Pacific,NA,Men,1999,23.1321541475282,22.9731515357226,23.2886696672257,0.0198530424444734,0.015453242294437,0.0249341412128929,0.000624723067687752,0.000402719909909414,0.000937348615169612,0.0517563737353234,0.0429178367265135,0.0615929838743785,0.106302533814294,0.0913800119608039,0.121776326839405,0.598727641768739,0.574597342065653,0.622439284746652,0.22336040833717,0.201405060096427,0.244801573209401,0.0192283193767856,0.0148179663588612,0.0243161057684156,0.000602952151091878,0.000383768789415475,0.000915322678370305,2.1770916595874e-05,9.49741429481397e-06,4.23844534278222e-05
High-income Asia Pacific,NA,Men,2000,23.18081409881,23.0242179856647,23.3322023302352,0.0208121660386458,0.0162912287408464,0.0260036996228649,0.000687758998724038,0.000449527775434414,0.00102055978066586,0.0507288930981227,0.0421442243872045,0.0604940982650831,0.104344473958819,0.0896152741824697,0.119384734948232,0.597422006677804,0.573698881793899,0.620977678598366,0.226692460326609,0.205090352086332,0.248013477830686,0.0201244070399217,0.0155781410826184,0.0253375346286116,0.000662687434356638,0.000425378143792703,0.000993327629452595,2.50715643673997e-05,1.11419314003424e-05,4.83492368934777e-05
High-income Asia Pacific,NA,Men,2001,23.2334978763269,23.0768639381062,23.3839922217798,0.0218962390112896,0.0172275643738714,0.0272898502165746,0.000760457453073506,0.000500237113904649,0.00112478460830377,0.0496342812195553,0.0410224304359434,0.059224356134076,0.102242654378588,0.0877324511961657,0.117022355595417,0.595874952043575,0.571948824575912,0.619466587390616,0.230351873446993,0.208623302881694,0.252042603309491,0.0211357815582161,0.0164365946163303,0.0265446193515473,0.000731525506632444,0.000470821252721501,0.00109327465228691,2.89319464410623e-05,1.32399876415266e-05,5.46895542959013e-05
High-income Asia Pacific,NA,Men,2002,23.2888765341489,23.1371248449221,23.4378011545425,0.0231050723633237,0.0182537914515751,0.028742323531563,0.00084385316404206,0.000560696009411702,0.00123924893597909,0.0484866601234161,0.0400257798971522,0.0578895391907189,0.100014661483637,0.0858452113791984,0.114615671304449,0.594105521336497,0.569478042320628,0.61786674133019,0.234288084793126,0.212527203877105,0.256368260042189,0.0222612191992816,0.0173919759904127,0.0279025885787104,0.00081038539645329,0.000525213777113098,0.00120429011837478,3.34677675887699e-05,1.57622665693568e-05,6.22641741798539e-05
High-income Asia Pacific,NA,Men,2003,23.3454995390312,23.194715586868,23.4965343586917,0.0244386295548672,0.0193810848620901,0.0303608451886283,0.00093929185884619,0.000629604707718977,0.00136297382911498,0.0472923648103765,0.0389699981644539,0.0567482984529211,0.0976754923561946,0.0837775794571569,0.112391657403255,0.592108576514306,0.566973439479292,0.616248945046445,0.238484936864256,0.216916303340739,0.261165951753708,0.0234993376960211,0.0184692550640422,0.0294242877616857,0.000900492582020745,0.000586135538073793,0.00132161460557928,3.87992768254455e-05,1.87737400091637e-05,7.17405568843343e-05
High-income Asia Pacific,NA,Men,2004,23.4025743594482,23.2553104896854,23.5529197703649,0.0258988211887821,0.0205586645432283,0.032047183495537,0.00104806706790854,0.000704249698648114,0.00151945554610081,0.0460648672544394,0.0379209566647046,0.0554980725782973,0.0952515045338793,0.0814906781322764,0.109758881785864,0.589897597191213,0.564672246782069,0.614369148180406,0.242887209931686,0.220937324911942,0.26594724977925,0.0248507541208736,0.0195796872468008,0.0309945747141038,0.00100300851550899,0.000658873474603286,0.00147946930879295,4.505855239955e-05,2.21171186224229e-05,8.21061713577337e-05
High-income Asia Pacific,NA,Men,2005,23.4590339115592,23.3121417143063,23.6079877940841,0.0274865899256965,0.0218299187807708,0.0339440104771294,0.00117180560996583,0.000789748478390808,0.00169617680823209,0.0448181739669034,0.0368674190568605,0.0541811409896078,0.0927634205320822,0.0790770618862963,0.10741926547764,0.587467064510225,0.561950775895978,0.612157469701891,0.247464751165093,0.225194718904155,0.270643994727784,0.0263147843157306,0.0206849198220779,0.0327600804688132,0.00111940601955489,0.00073552005059566,0.00164814407274257,5.2399590410947e-05,2.6100706749621e-05,9.48625571995785e-05
High-income Asia Pacific,NA,Men,2006,23.511984311649,23.3669778749168,23.661563322678,0.0291541244763227,0.0231834218515122,0.0359095953762287,0.00130855613064122,0.000873579067034598,0.00189897605054418,0.0435964831501462,0.0356048472612469,0.0529101820716438,0.0903209571196901,0.0767877409539439,0.105242669800048,0.584921069388997,0.558600784100019,0.61014132825107,0.252007365964844,0.229232709149284,0.276223325008181,0.0278455683456815,0.0218720403466882,0.034675648255766,0.00124773748676825,0.000817613343423368,0.00183674595316728,6.08186438729692e-05,3.07430109790031e-05,0.000108436392883786
High-income Asia Pacific,NA,Men,2007,23.5619684589634,23.4140197633224,23.7094434229153,0.0308952431540655,0.0245578133011937,0.0381298974721239,0.00145909788663969,0.000966084654169608,0.00212233561667384,0.0423999663717489,0.0344870963278544,0.051876154045311,0.0879285801433779,0.0743255983331383,0.103022826599916,0.582272758441027,0.555047669977022,0.608202818913914,0.25650345198978,0.233111909353375,0.281564350269076,0.0294361452674259,0.0231022473694901,0.0366984326252004,0.00138862387644727,0.000901285650904215,0.00205061383358423,7.04740101924247e-05,3.58958415229419e-05,0.000124146781812083
High-income Asia Pacific,NA,Men,2008,23.6101067985806,23.4612498300669,23.759250403029,0.0327047089464381,0.0258955918360339,0.0406279391670795,0.0016244067053251,0.00107078881220619,0.00238127778054341,0.0412356997454691,0.0332726416324133,0.0507393115884903,0.0856007888842531,0.0719045851626523,0.100925626071922,0.579515635249473,0.551080723079471,0.60629690067821,0.260943167274367,0.236498015035975,0.287109364852869,0.031080302241113,0.0243575656093693,0.0388783905017774,0.00154285231160593,0.000996768332544428,0.00230156866463964,8.15543937191714e-05,4.13569415641086e-05,0.000143696066198033
High-income Asia Pacific,NA,Men,2009,23.6565260683827,23.5013277270117,23.8106261285923,0.0345797248912783,0.0272533780031556,0.0431272589421227,0.00180528525554523,0.00118464527716478,0.00268020218555929,0.0401052922493767,0.0320186312089119,0.0499413167093212,0.0833376197648169,0.0694411082574065,0.0991327566630697,0.576682372724897,0.546810081423501,0.604350896967486,0.265294990469631,0.239388827857538,0.292864939628353,0.032774439635733,0.0255187068659786,0.0411910630737158,0.00171100561283288,0.00110021100823115,0.00258951431883395,9.42796427123472e-05,4.77508230988283e-05,0.000167212073747096
High-income Asia Pacific,NA,Men,2010,23.7014017159121,23.5387535703854,23.8629028267948,0.0365159086577583,0.0286113473791764,0.0457263597441896,0.00200198265715307,0.00130173758440231,0.00300701164878347,0.0390128359285912,0.0307157178118598,0.0491637017475701,0.0811473377443637,0.0669445191140658,0.0976442431358082,0.573776673040986,0.54267847249994,0.603301508369969,0.269547244728301,0.242624063862835,0.298602489029438,0.0345139260006052,0.0266977955546328,0.0436734832345484,0.00189312761108557,0.00120220978600643,0.00289077154224251,0.000108855046067499,5.42560926086558e-05,0.000194653867061517
High-income Asia Pacific,NA,Men,2011,23.7442757161762,23.5677070438007,23.9179711062014,0.0384764422840497,0.0297756824427096,0.0484429368450286,0.00221304089389236,0.00141635193923525,0.00335442771250311,0.0379801948711835,0.0294221606715401,0.0487418359017558,0.0790755343218542,0.0643760698020201,0.0965542904925829,0.570867487072348,0.538191931425944,0.602117175355952,0.273600341550564,0.245346245817372,0.304536816468519,0.0362634013901574,0.0277056405067931,0.0462457900693719,0.00208762137874854,0.00130470571993379,0.00323807650137957,0.000125419515143821,6.15227394841009e-05,0.000228241330160807
High-income Asia Pacific,NA,Men,2012,23.7860731358708,23.5868915035893,23.9765733839071,0.0404670377304081,0.0309986620716176,0.0515223059052644,0.0024396063806689,0.00153385515596938,0.00374718079105674,0.037003388397689,0.0281579899307684,0.048309575463423,0.0771012626708556,0.0618121627511767,0.0951079350247127,0.567933049962721,0.533252134030977,0.600781072007667,0.277495261338326,0.247314607766231,0.310627898518425,0.0380274313497392,0.02860646876436,0.0490249468794614,0.00229528179435871,0.00140489453401379,0.00358774312945223,0.000144324586310185,6.81148428814057e-05,0.000270065677241787
High-income Asia Pacific,NA,Men,2013,23.8273227495961,23.6020990745788,24.0412969760436,0.0424951639271781,0.0322122939728829,0.0548604037752692,0.00268371556432006,0.00165123820071977,0.00417265685110196,0.0360726643789467,0.0268620164131326,0.047768066174626,0.0752183461106165,0.0593707512442868,0.0941254843081877,0.564975098618589,0.528116903463686,0.600042054043766,0.28123872706467,0.249011005638859,0.316113161425376,0.039811448362858,0.029499122076833,0.0518593933326692,0.00251777644582824,0.00150704293855956,0.00398422058883123,0.000165939118491825,7.50548373327348e-05,0.000324363156509467
High-income Asia Pacific,NA,Men,2014,23.8680895151578,23.6074648005717,24.1141682866489,0.0445714902579286,0.0332975542225037,0.058143698233678,0.00294820269728299,0.00177018628466159,0.0046665968724099,0.0351862625256398,0.0256488781765215,0.0475154530287734,0.0734085978908405,0.0572047980172426,0.0931698235526733,0.561973560428792,0.523026016755167,0.599033308390479,0.2848600889968,0.250701290878012,0.322169525714748,0.0416232875606456,0.0303795422839169,0.054913814220167,0.00275738648167687,0.00160438239836085,0.00446122221427736,0.00019081621560612,8.32513453919822e-05,0.00038685192988215
High-income Asia Pacific,NA,Men,2015,23.9089674324712,23.6092399140891,24.1925859695765,0.0467107507209761,0.034419967395397,0.0617178814222282,0.00323622866288323,0.00189614138218869,0.00523584383977871,0.0343351074845174,0.024454499340506,0.0473605946021453,0.0716668961101665,0.0548024417901687,0.0924657318725912,0.558907136730644,0.517234294994622,0.598599477095164,0.288380109053696,0.251826647850875,0.328785890850134,0.0434745220580929,0.0311314133283842,0.0581725181413998,0.00301666608871848,0.00169461141990065,0.00501244935040884,0.000219562574164751,9.15691255540791e-05,0.00046080170834879
High-income Asia Pacific,NA,Men,2016,23.9488254311047,23.598264301329,24.2800932992916,0.0488918061881292,0.0354923347633708,0.0654237441319388,0.00354698195873888,0.0020113688021862,0.00589794689480348,0.0335320091031467,0.0231816513091012,0.0474898068862985,0.0700110156985098,0.0524825153859256,0.0918213827144281,0.555799748371548,0.511239400655703,0.598206133420475,0.291765420738666,0.252371953438745,0.335562352299414,0.0453448242293903,0.0318080828954815,0.0615462170535387,0.00329437518747132,0.00177647404364681,0.00563794317836061,0.000252606771267559,9.82994598398236e-05,0.000552090913384597
High-income Western countries,NA,Men,1975,24.7396403148615,24.3209863338247,25.156194364102,0.0857944281008081,0.0642412649605334,0.111340085731817,0.00778045797549601,0.00453823581545304,0.0123809834959801,0.0165627933153447,0.0107589557806457,0.0245900254928345,0.0485550684003227,0.0348453872335714,0.0659870662297891,0.484958782049701,0.433094870802869,0.537181018282788,0.364128928233823,0.31506149789067,0.414952903994065,0.0780139701253121,0.0570970895354139,0.10316934887399,0.00676059298359111,0.00367791171890873,0.0111512744212868,0.0010198649919049,0.000362583780448141,0.0023032610632028
High-income Western countries,NA,Men,1976,24.8017745201604,24.425339909349,25.178457727838,0.0888179127965417,0.0674635147689256,0.113514844830901,0.0083149468190158,0.0050115649386698,0.0129122067055246,0.0158979716492522,0.0105647639702333,0.0231137234458397,0.0469390222796021,0.034173141167067,0.0631158951239329,0.480167923602832,0.430691158775972,0.530159795629884,0.368177169771772,0.321931954361685,0.416296289251669,0.0805029659775259,0.060014792301925,0.104887788327246,0.00720343020555051,0.0040655841279363,0.01159864117292,0.00111151661346529,0.000426723896196472,0.00236600979241391
High-income Western countries,NA,Men,1977,24.8631171699062,24.529862926798,25.200887119265,0.0919006575238586,0.0708984905060625,0.115441414750435,0.00888548492487638,0.00552192883594184,0.0133971154218211,0.0152680965684555,0.0103348081308495,0.0217918102464172,0.0453925626397915,0.0334149550516524,0.0602033326324211,0.475319730115593,0.428325490781025,0.522348796687411,0.372118953252301,0.327818837927574,0.41801837624862,0.0830151725989823,0.0629418539584544,0.106551470169159,0.00767270677842903,0.00449070012577337,0.0120238419556633,0.00121277814644734,0.000498081684960772,0.00247137622540793
High-income Western countries,NA,Men,1978,24.9247375087235,24.6240367756251,25.2271300345294,0.0950597318092011,0.0746507408512748,0.118080470922652,0.00949703807698999,0.00606401412262106,0.013976781716132,0.0146709824446608,0.0100850713422132,0.0205952393699202,0.0439069105476482,0.0327900790996429,0.0577011423087338,0.47041396787044,0.425909346421548,0.515162852962161,0.37594840742805,0.334340129657822,0.41972324030378,0.0855626937322111,0.0656857167278023,0.108295042546173,0.00817129160965779,0.00491311978706175,0.0124149118424306,0.0013257464673322,0.000582527969262091,0.002568835059801
High-income Western countries,NA,Men,1979,24.9881401377749,24.7135059046071,25.2686535638285,0.0983145994643958,0.0784013575549446,0.120760903161674,0.0101587588374652,0.00665691414702518,0.0147016649170789,0.0141048444127863,0.0098575525866275,0.0194804995395635,0.0424785470545441,0.0321699571225232,0.0552160603723226,0.465429498843136,0.422899519634871,0.508548761907931,0.379672510325138,0.340029866715716,0.42139833731943,0.0881558406269306,0.068655382726186,0.110331428642928,0.00870643944781397,0.00540090328996914,0.0129629499383667,0.00145231938965121,0.000674868825388699,0.00273945083097841
High-income Western countries,NA,Men,1980,25.0536163573396,24.7985376638114,25.3111946821687,0.10168241609208,0.082176737370493,0.123505780506308,0.010873641880914,0.00731669282328121,0.0153963405088018,0.0135658387151175,0.00963268669249056,0.018456846430797,0.0410986752852955,0.0315382458590147,0.0528992397535599,0.460360390749869,0.419853275817228,0.501605556000629,0.383292679257638,0.345307801503998,0.422650582772575,0.0908087742111661,0.0715964222303617,0.112366366353647,0.00927985401922224,0.00587377273754306,0.0135541909279599,0.00159378786169177,0.000774504809084846,0.00293433299983222
High-income Western countries,NA,Men,1981,25.1217627506743,24.8808384061467,25.3621519650147,0.105171749829422,0.0859520012680091,0.126730050578536,0.0116506346771145,0.00797220682173534,0.0162938449468314,0.0130538181565002,0.00941902039161662,0.0175462468836939,0.0397654659828368,0.0308056081560275,0.0506403999312334,0.455191503193935,0.416243362593174,0.494618065684846,0.386817462937305,0.350539977587999,0.423981355959196,0.0935211151523078,0.0746852233077645,0.114435946508418,0.0098974259577944,0.00643696532673201,0.0142199706663512,0.00175320871932015,0.000884766380801409,0.00313568500268978
High-income Western countries,NA,Men,1982,25.192640148227,24.9662378132275,25.4177839614714,0.108796283840771,0.0899393818623989,0.129899342869715,0.012492232232581,0.00876814160073028,0.0172083308278461,0.012565310038077,0.00920496348859538,0.0167422149014098,0.0384727334984592,0.0301338539898333,0.0486127120512466,0.449936538907195,0.412781148706651,0.487452196045559,0.390229133815498,0.355426858069096,0.425671905682884,0.0963040516081897,0.0777044748619187,0.116808000171082,0.0105609188861608,0.0070363196653229,0.0149302043974154,0.00193131334642019,0.0010054176811503,0.00332088145168193
High-income Western countries,NA,Men,1983,25.2659247143442,25.0530867615541,25.4791437472214,0.112553169951848,0.0939312516790187,0.133145598502411,0.0134044412663923,0.009563837024153,0.018222957994885,0.0121006249721077,0.00896589983703011,0.0159975061937442,0.037221574434548,0.0293140385437939,0.046612799180186,0.444610311281372,0.409001283674734,0.480161295761967,0.393514319460124,0.360001508433933,0.427073815434402,0.0991487286854562,0.0809251158704583,0.119445206333825,0.0112739510616325,0.00765966830492154,0.0157804311497884,0.00213049020475977,0.00113842694888729,0.00360799104960166
High-income Western countries,NA,Men,1984,25.3415766874983,25.1368250072404,25.5441460896645,0.116441061087224,0.0981009326448776,0.136883190441023,0.0143920263073649,0.0104219642104957,0.0192982310345515,0.0116610058216716,0.00870527733530904,0.0153393913820965,0.0360121560169636,0.0285947256146565,0.0449115075348556,0.439215107218569,0.405232236728903,0.472995087843382,0.396670669955572,0.364481500909925,0.428505932116123,0.102049034779859,0.0840804395683764,0.121987928859749,0.0120399396592256,0.00829441403110898,0.0167024474022256,0.00235208664813931,0.00127924850855103,0.00391787055510833
